exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	neural	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190508_03-04-0173	21	1.0502485722	0.0513984089	1.0903272603	3.8555270635	2.5	0.8838834765	1.6161165235	13	0.1245027391	83.3125	669.1619847266	377.0174979558	1421.4524938675	0.940780708	0.505789909	215.1864962377	2.9497157102	72.9516053005	0.4963477916	1	610.8904706174	877.7277703948	375.5382618521	1423.89061267	-3.85949881292293E-09	0.0123347237	-0.003321135	2	0.0007516443	0.9403788081	15.575811819	-19.72170266	1	3.1545653725	12230	0.9718690401	6	0		
190508_03-04-0174	21	1.1484880077	0.6481960776	1.2825705449	2.1022410381	2.5	0.2409704415	2.2590295585	28	0.0789530662	60.125	761.5283728765	320.4668075584	1193.4266534063	0.6062658327	0.7669717773	113.8358475696	1.2574471403	90.5293303587	-1.4289617047	1	619.2737288378	819.798390874	320.4078811836	1190.5928039249	2.90900688682338E-09	0.014396213	-0.0035734063	1	0.0007516443	0.9368264023	15.6130318434	-8.4380105139	1	3.1424877607	8044	1	6	0		
190508_03-04-0175	21	1.1347657779	0.1080186754	1.2123586569	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0959265481	71.625	746.6650412092	421.810507619	1210.8926801907	0.8106655562	0.6573061325	155.9972162167	1.7079142645	91.3378496004	-1.3708473907	1	626.3023952966	837.5269850397	419.9836213345	1213.1063220469	-8.40752700453116E-11	0.0134449856	-0.0039178867	1	0.0007516441	0.916348335	18.2156206213	-8.5152093721	4	3.13639033	10697	1	6	0		
190508_03-04-0176	21	1.2011820531	0.1116206283	1.2963939826	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0888197559	64.8125	729.7081528899	474.0905382436	1033.3835694051	0.725321792	0.7112346873	128.2671336973	1.4526227563	88.3003747104	1.2259890297	1	628.3660726376	816.2706948839	473.7896816673	1030.2032644524	-1.1E-08	0.0146329985	-0.0038137643	2	0.000751644	0.9303449071	17.2550869774	-10.2848362897	2	3.1269712004	8825	0.9802288126	6	0		
190508_03-04-0177	21	1.1261365588	0.1968933791	1.2221650082	2.5	2.5	0.8838834765	1.6161165235	13	0.0998730893	72.125	722.1665062781	702.9710017575	1313.9183753173	0.5344062131	0.7639292907	124.4378862663	1.1831130308	105.1783583027	1.2162386526	1	666.5847858415	851.7219032419	702.7324362898	1314.9685472419	1.17341476332653E-08	0.0149836547	-0.0041112336	1	0.0007516439	0.9212888315	12.1993743669	-12.4429703671	1	3.1253394858	10242	1	6	0		
190508_03-04-0178	21	1.1391976049	0.2040944418	1.2051937086	2.5	2.292510108	0.8838834765	1.4086266315	12	0.0992527673	73.75	743.0523301514	646.354431505	1263.1978842564	0.7239296815	0.7232688227	144.4880155107	1.4495405477	99.6784917414	-0.0883565309	1	656.9306932155	849.2583902742	646.0091630536	1263.7836227365	-1.17708285202869E-09	0.0134803369	-0.0033990788	4	0.0007516438	0.918437197	11.7821689926	-10.9702466171	2	3.1012293783	11249	0.9997333807	6	0		
190508_03-04-0179	21	1.1407872032	0.6746867552	1.223033074	2.5	2.5	0.2026311804	2.2973688196	30	0.0617086595	49.90625	808.7398169684	315.9573775573	419.8493490391	0.5850401921	0.7161727162	100.8002400989	1.2330390859	81.7494281012	-0.5790601347	1	627.0148227955	751.5385019141	316.6510518468	419.9461462864	-1.24321973546074E-09	0.0143505672	-0.0041329721	1	0.0007516445	0.9380459137	12.3782811201	-7.8165481542	1	3.0912797476	6452	1	6	0		
190508_03-04-0180	21	1.1347072802	0.1915563194	1.2817195443	2.7262693317	2.292510108	0.573127527	1.719382581	17	0.0593399104	50.3125	847.8694968375	282.8264180672	230.8449317227	0.6704788241	0.7131086142	115.0760028996	1.3478384714	85.3781853992	0.0862531293	1	619.1548216179	734.1899597752	284.0228007181	231.6396667162	3.37404869231655E-09	0.0114883701	-0.0047784417	1	0.0007516449	0.9494130802	15.1120398743	-13.4277380821	1	3.0905134335	7616	1	6	0		
190508_03-04-0181	21									0.0164380896	15.3984375	936.7534693922	1299.3056943057	842.1308691309	0.9055730858	0.6179012346	80.3756584323	2.3574326608	34.0945723571	-0.257103766	0	705.5986901594	787.3376759856	1294.4748744767	847.0602328818	3.508738006257E-09	0.013963663	-0.0057793742	3	0.0007516457	0.9760130647	27.267255988	-6.1148875079	0	3.0599027345	2002	0.8933511825	6	1		1
190508_03-04-0182	21	1.1627823994	0.2414407152	1.2341430444	2.5	2.292510108	0.8105247217	1.4819853864	13	0.094153191	69.8125	741.4777900962	701.0799129661	258.442488379	0.5536865366	0.7405698381	124.6120409683	1.2008763857	103.7675837823	-0.3196677444	1	663.9935975284	713.6660888011	702.0429175422	257.906093451	-3.82212598971888E-09	0.0133137783	-0.0035304988	1	0.0007516442	0.9252635431	11.4891633003	-12.2386238596	1	3.0222703916	10111	1	6	0		
190508_03-04-0183	21	1.014013731	0.002681027	1.0222564363	4.585020216	2.9730177875	2.292510108	0.6805076795	4	0.0602128714	52.03125	864.1217197008	725.9689985962	510.1409686476	0.8209362856	0.6461073318	138.5996721891	1.7512527507	79.1431574521	-0.9705844853	1	665.9585072623	753.3232546966	725.3428626419	510.7222310865	-4.92915668913754E-09	0.0102120829	-0.0043810547	2	0.0007516453	0.9391595694	13.6554895354	-9.0990271329	1	3.0168111854	8548	0.9998830273	6	0		
190508_03-04-0184	21	1.0741549337	0.0768382464	1.1417027297	3.5355339059	2.5	1.0511205191	1.4488794809	11	0.0850427549	64.4375	757.7071094878	525.2242927705	1285.0145936237	0.6812180988	0.7277777778	125.341949877	1.3659699438	91.7604010566	-0.5706683329	1	642.4774088094	840.5189022987	523.8682773241	1286.6778362043	3.5595894722518E-09	0.0140220354	-0.0039793391	1	0.0007516456	0.9192115028	11.4403754855	-9.671531676	3	3.0161150304	8908	1	6	0		
190508_03-04-0185	21	1.1916669752	0.776377226	1.3362768884	2.5	2.292510108	0.2209708691	2.0715392389	28	0.0660324883	51.9375	786.5446445132	147.6384172226	1072.4617950273	0.8085343697	0.7268319559	120.3320017904	1.6993827434	70.8092407441	0.2190665757	1	606.5535990297	811.2636321765	147.3044057455	1071.7019599553	-3.1173862090659E-09	0.0150941617	-0.0043984751	1	0.0007516445	0.9373600029	17.0846373251	-8.0272730754	1	2.9988475954	6596	1	6	0		
190508_03-04-0186	21	1.0596969107	0.0501453379	1.0966395131	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.0985638499	74.8125	759.0257492313	786.8404009252	339.4705731175	0.7806153236	0.7045509416	155.3705169073	1.5999698612	97.1084022749	-0.3119098285	1	680.3761186682	720.3719947672	788.6217644705	339.0345919125	1.18934533576133E-09	0.0114981168	-0.004001366	3	0.0007516441	0.8982060556	12.2180248213	-11.3659180097	2	2.9944029315	11673	0.9998286938	6	0		
190508_03-04-0187	21	1.020442381	0.0007325736	1.020442381	5	3.8555270635	3.8555270635	0	1	0.0364995994	31.421875	860.8827352569	1397.153883145	966.7968261601	0.6875747244	0.7111833105	85.8323461198	1.3771949234	62.3240360998	0.2595187797	1	725.6613994532	789.7285152946	1400.7555088766	887.6973703647	1.85922474192505E-09	0.0138467748	-0.0046361998	2	0.000751645	0.9412905611	29.1290894769	-11.7366035953	1	2.9803203983	4159	0.6937447873	6	0		
190508_03-04-0188	21	1.0529082705	0.0553450739	1.1171092656	1.9277635318	2.5	0.7432544469	1.7567455531	15	0.0654511129	51.34375	784.4595417869	268.4585657913	1459.0881752619	0.8506834721	0.5665279063	135.8853665441	1.902304282	71.4319826922	0.3274814008	1	613.0515109105	849.5916503931	276.3630156777	1447.9488684214	3.09637156533303E-09	0.0123997485	-0.0040843167	3	0.0007516447	0.9614553985	11.1463337144	-24.4605879968	2	2.9667505786	7349	0.7478375903	6	0		
190508_03-04-0189	21	1.0643946141	0.0210586807	1.0983170208	3.8555270635	2.5	1.4865088938	1.0134911062	7	0.0697705278	57.34375	821.8907291984	415.8717304397	186.2775556825	0.9223765676	0.6103597323	170.3100527422	2.5887156348	65.7894016833	-0.3525382917	1	626.6840783702	734.7350147591	416.0791366499	188.4461777784	2.72381900485437E-10	0.0110724249	-0.0041013556	2	0.0007516455	0.9557018544	11.3440792558	-11.5372085914	1	2.9667085207	8755	0.9997716113	6	0		
190508_03-04-0190	21	1.1171222289	0.0856672341	1.1848070696	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0918186858	67.3125	733.1024119181	511.7211927583	375.3997870075	0.7875467342	0.7116331944	139.8311088631	1.6227050652	86.1716105165	-0.2215307326	1	637.8132299792	731.6863463828	508.8848600662	375.7948623631	-1.56453517165132E-09	0.0139571412	-0.004166917	2	0.0007516454	0.9074485912	16.8769731234	-9.037310962	3	2.9647565183	9390	0.9998935151	6	0		
190508_03-04-0191	21	1.1681055419	0.1015699456	1.2395347814	3.8555270635	2.9730177875	1.767766953	1.2052508345	7	0.0715365204	59.5	831.7429986343	424.8217969165	439.8970760234	0.8695605211	0.5910633484	158.9844404901	2.0250031735	78.5107117709	-1.22935625	1	631.5854334233	741.4789269599	424.817326827	440.6394375566	-8.73516126755459E-10	0.0105855363	-0.005396537	1	0.0007516447	0.9096550474	16.6469351156	-8.7789295399	4	2.9627813022	9405	1	6	0		
190508_03-04-0192	21	1.0628221494	0.0382332393	1.1051789992	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.089981148	70.3125	781.4136798511	601.0628925009	1117.8419837459	0.8100662061	0.6784461153	159.3043449934	1.7054997035	93.4062578066	0.037194722	1	651.6363853801	824.5585138001	601.0815859463	1118.6469024853	1.89207190854238E-10	0.011145513	-0.0041668878	1	0.0007516447	0.919613547	12.4457064451	-10.8774426291	2	2.961577704	10828	1	6	0		
190508_03-04-0193	21	1.1388226644	0.2075252817	1.2002023955	2.5	2.292510108	0.8105247217	1.4819853864	13	0.0862232752	65.4375	758.9308090208	624.9754347826	265.1540217391	0.7212013746	0.71875	130.3958633812	1.4435733099	90.3285357866	0.3868968729	1	653.849990198	714.9448855915	624.4617259771	265.2026215819	-3E-09	0.0133082917	-0.0041013813	1	0.000751645	0.9245557442	13.1381480542	-12.1661346257	2	2.9574704361	9200	1	6	0		
190508_03-04-0194	21	1.0753228337	0.0947128135	1.1116091426	3.8555270635	2.7262693317	1.0511205191	1.6751488126	12	0.0925959489	68.9375	744.4980129468	771.2436924309	1319.9593512215	0.5393124743	0.7134285714	123.6050804142	1.1874993462	104.0885460756	1.0897448158	1	673.781917841	848.3810230354	772.4985451822	1319.8073363011	-2.79406447951809E-10	0.0140740862	-0.0037860096	3	0.0007516442	0.9118955706	12.0615202493	-10.1843126137	2	2.9483861348	9988	0.9997997998	6	0		
190508_03-04-0195	21	1.0580902262	0.0352869509	1.1043908673	3.5355339059	2.5	1.146255054	1.353744946	10	0.0734631692	60.03125	817.1611801041	529.8233411564	170.385427779	0.8929710649	0.6368206522	163.9858882679	2.2216590497	73.8123558098	-0.3625293353	1	644.0100996465	722.0909985816	529.1460971349	170.5915895681	-4.84759082391837E-09	0.0119211434	-0.0040862663	4	0.0007516459	0.9486286205	11.5788298146	-9.6199632001	1	2.9345796718	9374	0.9992538109	6	0		
190508_03-04-0196	21	1.1087782385	0.0929814344	1.185494975	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0989789603	73.4375	741.9506099407	526.0349399749	436.8478767246	0.7481281821	0.7036943639	149.7871177632	1.5070358184	99.3918763801	-0.1889786366	1	636.0988231858	725.8532460696	524.0560622531	434.4553997119	-3.20529735219429E-09	0.0124405786	-0.0038647607	4	0.0007516448	0.906180719	12.6825307631	-10.1411499399	4	2.9341134493	11162	0.9942989489	6	0		
190508_03-04-0197	21	1.0350959674	0.0608480743	1.058779135	3.8555270635	2.5	0.7432544469	1.7567455531	15	0.0606146502	51.84375	855.3006546307	1149.5359567247	958.8640220619	0.5204226507	0.5415900735	127.0864319465	1.1710852285	108.5202245316	0.8175072157	1	734.4791304147	793.4409720955	1153.3135884617	925.2596348885	-6E-09	0.0094275238	-0.0043735672	6	0.0007516442	0.918381386	12.0043299231	-12.6277234583	3	2.9125024688	9428	0.8746636979	6	0		
190508_03-04-0198	21	1.1298291034	0.1164495556	1.2174786603	3.2420988866	2.9730177875	1.3631346658	1.6098831217	10	0.0964138538	69.375	719.5542680715	398.0598353736	1283.0755593077	0.6102962715	0.6749287749	124.7229393631	1.2623501205	98.8021764592	0.6643319616	1	624.7453122064	844.0048311848	397.7050398255	1283.3431983462	1.25438676604405E-09	0.0154803287	-0.003394185	1	0.000751644	0.9185026454	14.6881947816	-9.1797509546	1	2.9084064154	9476	1	6	0		
190508_03-04-0199	21	1.1239943395	0.0779219704	1.2007590142	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0600244382	50.34375	838.7208863934	377.358779661	336.2981694915	0.8839932584	0.5733944954	143.6862404793	2.1390390524	67.1732665738	0.746249116	1	627.6767942179	745.418277563	377.8725485718	337.7799759208	-8.03448109781164E-10	0.0130429157	-0.0040887893	1	0.0007516447	0.9208436695	12.8136162423	-8.0931331709	2	2.9072470367	7375	1	6	0		
190508_03-04-0200	21	1.1380432093	0.2333359136	1.1875620834	3.5355339059	2.292510108	0.7432544469	1.5492556611	14	0.0897939649	67	746.1525960472	581.6670599592	1308.4941542422	0.6073646146	0.7303564434	122.4578256876	1.2587749158	97.2833380721	-0.7422192047	1	650.2119417497	844.486102315	581.0035586483	1308.4409505472	2.79709490125264E-09	0.0134720452	-0.0039628975	1	0.0007516443	0.9216692562	11.2917232959	-10.1197238738	2	2.9051224114	9323	1	6	0		
190508_03-04-0201	21	1.100321329	0.0792019444	1.1582006872	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.079688761	62.6875	786.6542183299	875.6881674037	340.5263725596	0.6617224348	0.7259415864	126.4557046596	1.3337798755	94.8100259902	0.1175055614	1	688.2189862517	733.8338049944	873.8705067535	339.5162636099	-3.52718709758839E-09	0.0141601828	-0.0043574413	2	0.0007516445	0.900401515	14.8161075401	-9.7201359874	2	2.8847106775	9271	0.999676515	6	0		
190508_03-04-0202	21	1.0987693033	0.1370855351	1.1520901706	3.8555270635	2.5	0.8838834765	1.6161165235	13	0.0899843898	67.1875	746.6572832132	769.5991081856	268.777152564	0.5411770079	0.7343676906	119.6331385943	1.1891897383	100.6005473638	-0.4070781566	1	672.565439735	718.8086693797	769.8030068363	269.1454276382	5.35280471673933E-09	0.013716867	-0.0033765871	1	0.0007516445	0.9196420776	13.2845641608	-11.5020684555	1	2.8829073499	9419	1	6	0		
190508_03-04-0203	21	1.1265237486	0.0973631504	1.2044998769	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0796498065	61.625	773.6993057833	461.6474778141	1265.6690798692	0.5464390492	0.7237998648	114.9975160442	1.1940314548	96.3102903068	1.3470579532	1	635.931598854	832.1844722588	462.4779912228	1265.5481231646	3.09777709999611E-09	0.0140176244	-0.0039936941	1	0.0007516448	0.9223451058	14.034411918	-8.7234726847	3	2.880368808	8564	1	6	0		
190508_03-04-0204	21	1.0244223251	0.0299926479	1.0409049203	3.2420988866	1.25	0.6815673329	0.5684326671	8	0.0665530553	56.6875	851.7640505923	1114.1523609444	664.1866746699	0.5914077481	0.7563559322	126.8199882846	1.2401214016	102.2641719791	-1.011997403	1	723.0597147361	768.699261928	1112.4312779897	663.9492600336	-2.21275166633571E-09	0.0097563193	-0.0041307629	4	0.0007516443	0.924160131	11.8325350386	-10.1022211375	3	2.8759697595	9996	0.99969997	6	0		
190508_03-04-0205	21	1.145310338	0.5844388764	1.3140756671	3.2420988866	2.292510108	0.1858136117	2.1066964963	30	0.0612630219	49.6875	811.0520580469	97.3123196111	1089.688439921	0.5041312742	0.6733837971	100.9540577315	1.1579072419	87.1866537121	-1.0500179282	1	605.7949277943	810.7617915653	96.3525540658	1089.3838275752	7.90988791220539E-10	0.0143800332	-0.0040561274	1	0.0007516455	0.9389474084	15.581702272	-7.7211707301	1	2.8741159903	6583	1	6	0		
190508_03-04-0206	21	1.132423575	0.1035670072	1.1982334061	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0948285073	72.75	767.1743664951	490.1004481272	1120.4526929906	0.8442209114	0.6849878374	174.9148696462	1.8656877052	93.7535629132	0.2246645252	1	633.2785426575	831.9938248399	488.7221568397	1120.3678770751	-2.53292983549761E-10	0.0130728563	-0.0034538778	1	0.0007516437	0.9143280134	12.943134561	-8.0018470245	3	2.8706890627	11827	1	6	0		
190508_03-04-0207	21	1.2689752482	0.4572858732	1.4514645176	3.2420988866	2.7262693317	0.8838834765	1.8423858552	14	0.0602922287	51.21875	849.5083211605	172.9071409888	988.4380068009	0.9398280565	0.5471981679	171.3095572036	2.9269908327	58.5275345892	0.3443521909	1	605.9156955034	802.4370181211	172.2367824268	988.1995675038	-7.84268374060943E-09	0.0116386497	-0.0048544238	1	0.000751647	0.909006755	15.6070653322	-8.3058817647	2	2.8691665235	7646	1	6	0		
190508_03-04-0208	21	1.0709767084	0.0924640672	1.1263297914	3.5355339059	2.5	0.8838834765	1.6161165235	13	0.0898074786	67.5625	752.3037174248	532.559761978	1362.910946958	0.6663783985	0.694725588	130.5712978668	1.3411770246	97.3557520505	0.8877833702	1	645.0134792632	846.7237362554	531.8737344928	1362.2048979359	-2E-09	0.0145605237	-0.0034860936	1	0.0007516442	0.9237856788	11.9109422553	-9.9565740747	2	2.864911104	9747	1	6	0		
190508_03-04-0209	21	1.1339255442	0.0943261665	1.2107779203	3.5355339059	2.9730177875	1.6210494433	1.3519683442	8	0.0826243708	63.40625	767.4037255172	447.6242710969	346.3247882055	0.7659886464	0.6507016037	137.4156911235	1.5555629191	88.3382404114	1.2936145658	1	632.1835606006	729.0985786301	446.4230812139	343.9651263433	-8.46851835226059E-10	0.0137237049	-0.0035236301	1	0.000751645	0.9117994671	14.054256566	-7.9403770338	3	2.8550544404	9089	1	6	0		
190508_03-04-0210	21	1.0538629133	0.0064338806	1.0751449065	4.585020216	0.0328475162	0.0276213586	0.0052261576	3	0.1157888073	81.3125	702.2483596364	757.9536295217	432.6852795986	0.5533403729	0.7017832803	140.0919476684	1.2005447017	116.6903218788	1.5679374677	1	673.6891417389	729.9952087144	757.7412669139	429.639432392	3.91826633004888E-09	0.0130470574	-0.0042416235	2	0.0007516441	0.9026585125	13.3084378981	-12.3185933146	2	2.8527016728	12357	0.9998381746	6	0		
190508_03-04-0211	21	1.1686432608	0.4507386294	1.363116531	3.2420988866	2.292510108	0.3125	1.980010108	24	0.0888191732	64.75	729.0092629069	95.5304671632	985.0059805913	0.7590080445	0.6001625356	140.2015202552	1.5359066273	91.2825804426	0.2807811356	1	593.0416985903	806.0421975058	92.8753487834	984.7860846623	-1.799228696359E-09	0.0160233207	-0.0037493758	2	0.0007516447	0.9407096063	19.107717173	-10.2677432515	2	2.8501505627	8862	0.9998871714	6	0		
190508_03-04-0212	21	1.0317365245	0.0010290435	1.0317365245	5	3.8555270635	3.8555270635	0	1	0.0517795775	43.46875	839.4960341415	1292.4204364024	668.3139968068	0.4571982051	0.7281064324	91.3348091779	1.1243979591	81.2299670598	1.4614565946	1	712.8716047319	776.4296854386	1292.0275132887	668.5278317314	3.78399691509901E-09	0.0144541762	-0.0047620826	1	0.0007516449	0.9460567195	23.4163443141	-7.7966615728	1	2.8353176344	5637	1	6	0		
190508_03-04-0213	21	1.0340768792	0.0088645324	1.0493033891	4.585020216	3.2420988866	2.292510108	0.9495887786	5	0.0608545215	53.03125	871.4430530038	908.4508760257	950.6848525172	0.745101567	0.697339932	132.0092701349	1.4993604915	88.0437165575	0.4782210778	1	688.5762209172	800.233038057	908.1114842705	950.6480816848	5.85612169280108E-09	0.0093897098	-0.004703615	1	0.0007516446	0.931678544	12.9156453778	-8.3033675218	1	2.8314933995	9018	1	6	0		
190508_03-04-0214	21	1.0313262915	0.0008693309	1.0439950755	4.585020216	3.8555270635	3.2420988866	0.6134281769	3	0.0018531442	1.76953125	954.8805143548	911.6260504202	672.3277310924	0.8806763741	0.6611111111	25.6878137065	2.1109587393	12.168790052	-1.1870635713	0	701.3884531272	782.7176038046	955.0390600438	682.4048310961	-4.55594353483841E-09	0.0102097775	-0.0070254545	14	0.0007516447	0.9840177737	7.388962127	-6.173370634	1	2.8198561307	238	0.2567421791	6	1	1	
190508_03-04-0215	21	1.0924585359	0.1430393828	1.140129931	3.5355339059	2.5	0.8838834765	1.6161165235	13	0.0882367224	65.5	742.3213173102	631.4775605421	325.9554543435	0.6109399567	0.7562163978	120.797389229	1.2631415113	95.6325068506	0.1895885124	1	656.1601909133	726.121976265	633.8828357425	326.7687224253	1.43757577165699E-09	0.0142104091	-0.003641049	1	0.0007516446	0.908710097	13.0966998441	-11.9795922253	2	2.7943242106	9002	1	6	0		
190508_03-04-0216	21	1.0658336696	0.0491374251	1.1124660617	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0832188168	65.25	784.0774775569	610.4865251123	454.9838709677	0.7359338185	0.7184451779	136.9746844464	1.4769881989	92.7391867807	-0.2448258964	1	653.0992105479	742.5596054121	609.3749808094	454.8928329782	7E-09	0.0122350326	-0.0040462906	2	0.0007516443	0.9173723379	16.6714244264	-9.7815077221	4	2.7938357572	9796	0.9998979279	6	0		
190508_03-04-0217	21																				0	619.4476871098	803.1363801107	219.0037132824	1114.4901956049	1.91402689548895E-09	0.0257071208	-0.0233413671	0	0.0007516444	0.9948606824	6.95109758	-4.9316981068	0	2.7898228539			6	1		1
190508_03-04-0218	21	1.1133062115	0.0812146323	1.1874168179	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0854856515	63.40625	741.7180415587	419.8232743467	285.1617250674	0.4821523396	0.7338321293	112.3081621174	1.1414386363	98.3917650428	-0.4012876727	1	628.8872870381	726.4695524993	419.5390056548	284.8367028829	1.36138871172889E-09	0.015280389	-0.0035121372	2	0.0007516441	0.9224950766	14.3282767803	-8.2012272407	1	2.7833365219	8533	0.9998828217	6	0		
190508_03-04-0219	21	1.110337316	0.085290393	1.1788246441	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0849464272	64.75	762.2451249896	466.9450370048	1335.0824989116	0.7973729675	0.6447719298	140.8501484638	1.6570369971	85.0012092151	0.8871106678	1	634.2439709915	838.9897342077	466.3161083089	1334.008845507	-2E-09	0.0138616305	-0.0037392838	1	0.0007516439	0.9235269422	14.2799746979	-8.9378944225	2	2.7816108104	9188	1	6	0		
190508_03-04-0220	21	1.0715051009	0.0252217066	1.1093863293	3.8555270635	2.9730177875	1.767766953	1.2052508345	7	0.0589578425	47.25	801.420099898	676.0807370184	1096.5629815745	0.4970174627	0.7316176471	94.0345406635	1.1524182124	81.5975829335	-0.2184850577	1	662.2298980169	819.3926016909	676.9276850614	1097.2594895532	-4E-09	0.0140956429	-0.0050711237	1	0.0007516453	0.9461397936	15.0597034995	-7.7446967549	1	2.7773913211	5970	1	6	0		
190508_03-04-0221	21	1.1454412693	0.4943773958	1.2818464738	2.7262693317	2.5	0.2865637635	2.2134362365	26	0.0564239959	45.34375	803.625289231	168.7146814404	536.6851338874	0.4434600045	0.7864923747	88.2449872306	1.1157051364	79.0934668585	-0.4580869657	1	611.5720418954	759.307710467	167.8590237715	536.5345167689	3.89885935502791E-09	0.0150443055	-0.0044079608	1	0.0007516461	0.9335626047	13.0236260929	-6.917871987	1	2.7615666802	5415	1	6	0		
190508_03-04-0222	21	1.1314512344	0.0986288635	1.2051432881	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0905687733	65.9375	728.0379053695	494.4255365508	506.8805970149	0.7579833324	0.6966454159	134.1286522342	1.5330982399	87.4886218912	-0.9138292092	1	632.6014460767	745.488752809	493.5944786209	504.0528635502	1.49205646829004E-09	0.0145412496	-0.0034419959	4	0.0007516437	0.9181520594	13.3156579513	-9.5894457024	4	2.7556679901	9179	0.9990204615	6	0		
190508_03-04-0223	21	1.002481804	0.0003048118	1.0031116103	5	2.7262693317	2.5	0.2262693317	2	0.0582130816	50.65625	870.1867101174	967.9825484102	913.2869949797	0.7802091485	0.6177817161	131.4965328643	1.5986731462	82.2535445585	0.6527040417	1	693.0058615501	802.7911282407	968.3885497237	913.6899152189	-7.53307254455004E-09	0.0100092158	-0.0046821709	1	0.0007516449	0.923202079	12.5942976299	-8.4734082737	2	2.720599819	8366	1	6	0		
190508_03-04-0224	21	1.1022455071	0.0432235193	1.1540307535	4.2044820763	2.9730177875	1.767766953	1.2052508345	7	0.060194098	49.3125	819.2248356265	578.8530497711	1072.1642298036	0.7985482746	0.6500576037	120.7389598941	1.6613206169	72.6764952306	0.5660247679	1	649.291931665	800.3490866802	580.3838367768	1021.8006273325	-2.71791967687064E-09	0.0129645169	-0.003790517	2	0.0007516447	0.9338984563	13.9962424691	-9.0338421107	3	2.7018105271	6771	0.8685223191	6	0		
190508_03-04-0225	21	1.0490608947	0.0184889386	1.0713967226	3.8555270635	2.5	1.6210494433	0.8789505567	6	0.074265907	60.15625	810.0116513967	475.2153713485	1411.2269052496	0.8592314487	0.6375945017	152.6617111119	1.9547015215	78.0997556056	0.4236644126	1	634.4421877378	854.4520525321	474.8963922484	1410.9481945917	1.0697989663986E-09	0.0112720114	-0.0041081704	2	0.0007516453	0.9410482052	10.0100480973	-9.9926591284	1	2.6888271073	9277	0.9998922182	6	0		
190508_03-04-0226	21	1.1064964275	0.072274474	1.1647151853	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0635519435	49.09375	772.4980121882	425.5789913625	223.7821120089	0.8923835802	0.5721345449	143.3142740152	2.2159305478	64.674533305	-0.5981714136	1	627.4616609425	727.3741035639	439.8977293046	298.4398307435	2.09340843271667E-09	0.0128351513	-0.0036978309	2	0.0007516442	0.9285508312	14.5519206589	-8.4964409469	1	2.6822169665	7178	0.6470747318	6	0		
190508_03-04-0227	21	1.1114392275	0.0916933971	1.178648077	3.8555270635	2.7262693317	1.3631346658	1.3631346658	9	0.0775454176	59.90625	772.531142215	486.5304058221	275.2301714568	0.72895173	0.7010549983	123.6607710407	1.4607814522	84.6538480191	-0.4238566206	1	636.8148290215	728.7506461433	485.8306711217	274.7498033237	3.67030266161813E-09	0.0149376726	-0.0034187422	1	0.0007516449	0.9142425635	12.8674514037	-9.6441941405	2	2.6816279506	8107	1	6	0		
190508_03-04-0228	21	1.0343913264	0.0307049946	1.0575872127	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.0911736411	72.75	797.9279877641	673.2226949194	388.210586599	0.9007856147	0.5774281935	191.2565101672	2.3027463828	83.0558291601	-0.3761827743	1	663.3280082179	729.1191271146	672.7388815951	388.5584633162	3E-09	0.0108395169	-0.0038528128	4	0.0007516445	0.8912009464	11.5863503322	-11.5514693354	3	2.6809240337	12223	0.9997546213	6	0		
190508_03-04-0229	21	1.095894506	0.0964064361	1.1793388122	3.8555270635	2.7262693317	1.0511205191	1.6751488126	12	0.0507311486	41.34375	814.9578934752	338.0188738597	1322.8326517773	0.6807586459	0.6441742655	106.5374747201	1.3651731903	78.0395304242	-0.9447852644	1	600.6521190478	848.3010185343	299.0926723429	1287.8075253648	1.64320115497218E-09	0.0126602848	-0.0036683938	5	0.0007516444	0.9282929116	13.091164086	-9.4109035381	2	2.680646568	6358	0.5751243781	6	0		
