exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	mass.perc	region.majmin.ratio	region.extent	region.orient	mass.total	region.majaxis	threshold.area	region.centroid.0	region.centroid.1	region.minaxis	mass.region	region.eccentricity	threshold.perc	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.rangesz	freq.maxsnr	freq.maxsnr.freq	freq.range.low	freq.range.high	freq.integrate	freq.avgsnr	length	artifact	signal	noise	hemodynamic	movement	res
190329_02-03_600components-0065	21	0.0007518647	-2.72363552804645E-09	-0.0042607856	0.0218828274	12	0.1423320587	7.4548722253	0.1607986646	-0.6299946801	580.0695974443	383.0678226734	12523	961.4439032181	1375.4829513695	51.384894482	82.5625	0.9909623286	0.9759956356	765.6243861227	878.0149362429	960.1649930495	1366.0556376932	0.986769168	-8.2263931947	12.0717069969	2.2394529864	1	0.9854254866	1.5353933857	0.8105247217	0.0656950324	1.0511205191	1.3330409242	1.3117818858	33	0	1				6.6
190329_02-03_600components-0066	21	0.0007518657	1.63071980475746E-09	-0.0041184354	0.0123799773	17	0.0315366288	2.5985718986	0.1089468638	-0.3424287366	829.3927097789	265.5329222343	4318	630.1123205188	188.1558591941	102.1841736894	26.15625	0.9229888223	0.3816510518	695.0082537421	774.8518318295	661.0103038677	795.9812885237	0.9894172864	-9.5430631584	6.100464683	2.235033983	1	0.4403643429	2.9448379397	1.767766953	0.0851959166	0.5255602595	2.1849180258	2.0663216877	22	1	0		1		6.6
190329_02-03_600components-0067	21	0.0007518663	-3.312522970797E-09	-0.0103840141	0.0208428448	1	0.023991138	2.7831237369	0.6007401316	-1.2854490868	802.3796107773	74.2056062704	1461	455.7275838467	846.7707049966	26.6627046746	19.25	0.9332188413	1	698.1318743128	777.3003797007	456.8890846915	846.4647467748	0.9896665744	-4.962917844	17.8688591645	2.2245886983	2	0.9495887786	1.2487469985	4.2044820763	2.292510108	3.2420988866	0.0062313161	1.1709559608	5	1	0		1		6.6
190329_02-03_600components-0068	21	0.0007518657	1.42881342331799E-09	-0.0307806592	0.0382266093	0														632.2439484756	782.8731385423	80.63040435	762.4948311491	0.9745181271	-2.6836162254	13.6566640537	2.1882842334	3	1.1444729365	1.2475740689	4.585020216	3.8555270635	5	0.0079139155	1.1986511994	2	1	0			1	6.6
190329_02-03_600components-0069	21	0.0007518656	-1.294166794422E-09	-0.0138197673	0.0187606136	1	0.0107277679	3.1525841473	0.5543478261	1.3191633555	863.7048381575	59.8298147054	765	282.7803921569	627.6980392157	18.9780230788	9.265625	0.9483586336	1	686.2403031998	769.7213057203	283.7950773781	634.6136826206	0.9960285278	-2.8778175617	9.2337934528	2.1635764053	2	0.414979784	1.0817919511	5	4.585020216	5	0.0001899852	1.0619948949	1	1	0		1		6.6
190329_02-03_600components-0070	21	0.0007518668	1.73564344686655E-09	-0.0062564406	0.0085671695	9	0.0124163569	7.9277564167	0.165323218	1.2184676644	937.5233873554	187.8698394363	2092	412.1094646272	644.5191204589	23.6977310556	11.640625	0.9920125651	0.6660299268	646.289389002	747.892409611	388.7380798669	644.2190342633	0.993935266	-10.837979143	4.2741728648	2.1215524874	1	0.5398040834	2.8874775189	1.9277635318	0.0851959166	0.625	1.2020827492	2.0063699953	24	1	0		1		6.6
190329_02-03_600components-0071	21	0.0007518665	-0.000000002	-0.0075205005	0.0100886116	3	0.0023100794	4.4132777996	0.5809312639	1.5215607639	920.7272976709	41.1602756074	262	900.1221374046	979.2290076336	9.3264637932	2.126953125	0.9739904753	0.6252983294	733.4586968686	792.2640271784	904.874638652	955.4025679604	0.9917732071	-5.0702983606	8.1047961962	2.119273267	0									1	0		1		6.6
190329_02-03_600components-0072	21	0.0007518649	1.46245675922519E-09	-0.0050470864	0.0179470098	2	0.1032609409	6.4645797654	0.2228121927	0.5181145542	605.5653712688	241.6658216027	6798	902.4045307443	156.2537511033	37.3830674802	62.53125	0.9879631995	0.9988245666	740.0858402125	683.0937121175	906.3325010191	156.6060361692	0.981044172	-11.2636721124	8.8399094794	2.1153282019	2	0.0282836665	1.0230362483	5	0.3125	0.3407836665	0.0039446524	1.0206566883	2	0	1				6.6
190329_02-03_600components-0073	21	0.0007518669	1.57872386856358E-09	-0.0065143682	0.0080060669	5	0.0028788871	1.1567673973	0.619047619	-1.4882827109	932.1636029406	26.5783522393	468	1190.6730769231	882.7264957265	22.9764015656	2.68359375	0.5026706047	0.4361602982	763.3903161262	786.535619314	1192.6931723095	913.7726339749	0.987540758	-5.0622012442	10.7579585941	2.0843749773	2	0.0976885597	1.1141402675	3.8555270635	0.1432818818	0.2409704415	0.054002557	1.0803776623	7	0	1				6.6
190329_02-03_600components-0074	21	0.0007518666	-1.75165738898882E-09	-0.0059288862	0.0155898631	13	0.0292239193	2.3559491732	0.2367791842	-1.3957449402	848.5129859396	155.9502682488	3367	865.3706563707	248.7270567271	66.1942413801	24.796875	0.9054479209	0.654676259	731.4386109644	749.3409457846	850.9416963201	412.9384339796	0.9873513558	-8.6253432954	5.9420185156	2.0703328624	1	0.5236844098	2.1349533452	1.767766953	0.1013155902	0.625	1.200677228	1.5848924978	22	1	0		1		6.6
190329_02-03_600components-0075	21	0.000751867	3.31032507116975E-09	-0.0043455432	0.0087095849	13	0.0084037043	3.0129224599	0.3403486395	-1.0704587161	888.2801500504	89.8100572374	1601	1146.7626483448	452.0087445347	29.8082869478	7.46484375	0.9433132877	0.9122507123	785.4456567015	725.0047981074	1136.6899687126	439.9261961226	0.9822654197	-17.1528014601	5.6881268966	2.048557346	1	0.3490349324	1.9821338667	1.9277635318	0.0929068059	0.4419417382	1.4837571408	1.5011906986	19	0	1				6.6
190329_02-03_600components-0076	21	0.0007518665	2.37399339977202E-10	-0.0047813333	0.0066984199	5	0.0057471452	3.7336990392	0.4555102041	-1.3130774692	944.7625437108	81.3317174522	1116	757.0896057348	885.3817204301	21.7831476503	5.4296875	0.9634659336	0.9087947883	708.68983718	783.7834295138	741.8957329588	879.2125330034	0.9909013298	-5.8248073027	7.4609577178	2.0123748008	1	0.5886605271	2.7057025511	1.9277635318	0.0929068059	0.6815673329	1.2561276993	1.8571004855	24	0	1				6.6
190329_02-03_600components-0077	21	0.0007518678	-0.000000001	-0.0061888285	0.0141761859	5	0.0067309935	1.9666833499	0.4808841099	-0.0957664343	904.1662979796	54.570893681	805	1288	1008.2310559006	27.7476766581	6.0859375	0.8610795502	0.5345285525	749.2162409813	783.1054027075	1278.9852074347	1015.4949449274	0.9923857431	-4.5813676784	11.8854763891	2.0024970165	0									1	0			1	6.6
190329_02-03_600components-0078	21	0.0007518675	-2.217984089078E-10	-0.0085690143	0.0124113581	1	0.0106674518	1.8350555932	0.5718954248	0.0451805294	911.7981167834	50.3411032507	1050	720.6523809524	783.0695238095	27.4330126227	9.7265625	0.8384733404	1	712.3732387445	770.7370516703	720.7661432324	783.3411034156	0.9944516817	-3.0381084997	7.4441769379	1.9561510575	1	0	1.0525068047	5	5	5	0.0001066195	1.0525068047	1	1	0			1	6.6
190329_02-03_600components-0079	21	0.0007518661	3.47061767572326E-10	-0.0045150934	0.0111714908	11	0.0312227757	1.9316015451	0.1296494355	-1.1378983758	870.7585849496	219.111641453	4364	308.3673235564	907.8267644363	113.4352175342	27.1875	0.8555591236	0.9185434645	607.5524524418	799.7635292966	295.3256563048	915.4754664701	0.9872609899	-8.7204386049	7.8435630552	1.894730324	1	0.5802517427	2.2921607538	1.9277635318	0.1013155902	0.6815673329	1.5114406499	1.65759566	23	0	1				6.6
190329_02-03_600components-0080	21	0.0007518668	-1.26154685191003E-09	-0.0053560428	0.0072107852	8	0.0115417954	5.4177834616	0.2187249399	-0.9687578615	920.5673496643	143.7785192436	2182	871.0265811182	696.2836846929	26.5382550378	10.625	0.9828179942	0.8321891686	756.8150346026	759.9822508198	865.1377729197	678.4348574615	0.9852272935	-12.1871575773	5.4929911029	1.8872754536	1	0.3214565175	1.6489962393	2.1022410381	0.1204852207	0.4419417382	0.6870215501	1.4030741416	16	0	1				6.6
190329_02-03_600components-0081	21	0.0007518666	2.50161977498734E-09	-0.0109420164	0.0102302642	2	0.0026549569	2.8228580685	0.404040404	-0.5096803392	838.6435604845	34.105984046	280	806.2821428571	1481.1964285714	12.0820754066	2.2265625	0.9351504172	0.9929078014	720.2250152882	842.7442647497	802.8686010984	1479.9440331773	0.9821198918	-7.4567952694	7.9740747086	1.8805403853	2	0.1421081668	1.1543277142	3.5355339059	0.1703918332	0.3125	0.1027314753	1.1058060542	8	0	1				6.6
190329_02-03_600components-0082	21	0.0007518673	3.67673218504929E-09	-0.0137953576	0.01550199	5	1.49445611019113E-05		1	0.7853981634	876.0405157667	0	1	1291	808	0	0.013092041	0	0.2	735.6395947098	772.1998282267	1291.1580816955	807.1839888141	0.975866933	-2.4317325983	14.6288378848	1.8689623921	2	1.4644660941	1.1464005275	4.2044820763	3.5355339059	5	0.0043180427	1.0820430067	4	1	0			1	6.6
190329_02-03_600components-0083	21	0.000751866	1.86189571504476E-09	-0.0071426873	0.0186019266	3	0.0655429426	6.2838941514	0.1858025151	0.6919329038	721.8549874719	211.3194110456	4994	1019.3231878254	240.0016019223	33.6287349776	47.3125	0.987256511	0.9993996398	739.0175041906	723.5399764772	1020.1285607535	239.8313873075	0.9778419108	-8.4684111571	7.4117081132	1.8218322307	0									0	1				6.6
190329_02-03_600components-0084	21	0.0007518659	-5.56665349386051E-09	-0.0253347715	0.0647658382	0														732.0463752	709.6427660584	854.5140683949	268.9546128509	0.9376110046	-2.4377083532	30.5113260937	1.803033535	2	0.7955179237	1.1013521364	4.585020216	4.2044820763	5	0.0063394287	1.0762478175	1	1	0			1	6.6
190329_02-03_600components-0085	21	0.0007518677	6.70002600380125E-10	-0.0085576729	0.0454986951	1	0.027672278	1.0827361216	0.6988304094	-1.5416451483	701.8531329072	36.9205151551	956	1162.5638075314	807.7343096234	34.0992735136	19.421875	0.3833911454	1	734.2929995065	771.0331275484	1162.3286243581	807.9967103383	0.9876294419	-2.9724727325	12.5889734343	1.8025366661	1	0.7294931525	1.0660391899	4.585020216	3.8555270635	4.585020216	0.0007766017	1.0474387553	3	1	0			1	6.6
190329_02-03_600components-0086	21	0.0007518672	-3.27381180625262E-09	-0.0059791184	0.0125894697	13	0.0403396625	4.3403919841	0.4950625411	-1.4496191965	828.8988537699	190.5899654883	4512	1222.1872783688	617.5418882979	43.9107726183	33.4375	0.973097443	0.9864451246	748.2710604681	761.322460134	1222.3399847288	616.2114410815	0.976062636	-4.9346587076	10.9205278626	1.7719902967	2	0.414979784	1.0761553748	5	4.585020216	5	0.0009556036	1.0518427219	1	1	0			1	6.6
190329_02-03_600components-0087	21	0.0007518664	-1.29123687042242E-09	-0.0072616664	0.0099404456	8	0.044608141	1.7992029776	0.5978117336	0.4747288306	840.6537275146	126.8216077319	6338	618.6044493531	63.462133165	70.4876599873	37.5	0.8313149317	0.9738783036	703.7719912417	699.4873863636	617.0671524627	64.1959302873	0.9809245944	-6.965859035	7.0839158419	1.7309984847	2	0.2611417889	1.3712423908	2.9730177875	0.1104854346	0.3716272234	0.4820827638	1.223915674	15	0	1				6.6
190329_02-03_600components-0088	21	0.0007518671	2.27263386665129E-09	-0.0087369284	0.0091567768	0														677.6949106557	800.5014451534	602.619206102	1187.1609546666	0.9620849493	-8.7510364686	3.1933728846	1.7106160981	1	0	1.0409713445	5	5	5	0.0004562709	1.0409713445	1	1	0			1	6.6
190329_02-03_600components-0089	21	0.0007518667	-2.73727053950821E-09	-0.0081506182	0.0100629847	19	0.0093988911	1.9292486868	0.2615830116	-0.7629246153	890.2313439635	81.2004543825	1355	1143.1601476015	1222.6361623616	42.0891588198	8.3671875	0.8551767532	0.8094384707	754.8493485152	802.3208070327	1138.2540227719	1220.9548880045	0.9864138646	-5.917013643	8.4348445328	1.6962302144	0									0	1				6.6
190329_02-03_600components-0090	21	0.0007518668	-3.39697018952764E-09	-0.0122511598	0.0139939971	1	0.0001914993	1.7322348969	0.9333333333	1.4458070161	935.132194761	5.4493536659	14	27.9285714286	479.1428571429	3.1458514521	0.1790771484	0.8165399631	1	692.1241880247	767.8210167067	27.8237351359	479.0290277799	0.9896110461	-2.4714505324	7.9926836509	1.6441958454	2	0.414979784	1.0443085783	5	4.585020216	5	0.0002931065	1.0363807419	0	1	0			1	6.6
190329_02-03_600components-0091	21	0.000751866	1.40490917048937E-09	-0.0250656253	0.0327732137	0														674.8700372389	769.5025851915	95.1369843538	943.3576249304	0.6933867752	-10.1467729502	5.3409737764	1.6044711577	1	0.0658342655	6.1101183643	1.767766953	0.0058066754	0.0716409409	1.4552126582	3.0967260223	30	1	0			1	6.6
190329_02-03_600components-0092	21	0.0007518676	-1.81738675264096E-09	-0.0056386905	0.0123423392	10	0.0048815059	3.1758927587	0.3787158145	-1.4068445131	922.6468950016	67.6138395695	637	869.0376766091	327.6200941915	21.2897111794	4.50390625	0.9491341133	0.4088575096	713.3886916189	781.2303387534	894.8447751101	864.3720026856	0.9782749168	-3.1671732972	12.4460589713	1.5619757111	0									1	0		1		6.6
190329_02-03_600components-0093	21	0.0007518665	-2.41454857091847E-09	-0.0366318812	0.0396300432	0														728.1889282083	804.6109733686	1083.6020786889	1232.7484437334	0.8856709871	-11.9738930408	11.3045574362	1.5382507433	1	0.0377151458	2.904220817	3.2420988866	0.0048828125	0.0425979583	1.4457108141	2.0497222889	26	1	0			1	6.6
190329_02-03_600components-0094	21	0.0007518679	-4.74170189105705E-10	-0.0100828052	0.0271780573	1	0.007816441	1.3140264651	0.7356902357	-0.1179374025	891.0505092321	27.3630570207	437	1145.2356979405	807.180778032	20.8238248982	6.96484375	0.6487287928	1	728.757623338	766.8071340024	1145.7510714711	806.9190650319	0.985027589	-2.7213124014	10.1562302296	1.5259249718	2	0.7955179237	1.1841461591	5	4.2044820763	5	0.0017630296	1.1111188532	2	1	0			1	6.6
190329_02-03_600components-0095	21	0.0007518659	9.94879441275534E-13	-0.0082155469	0.0165977438	2	0.0035525288	3.9648814561	0.3363636364	1.1248619127	922.5382667004	46.7262615062	370	218.5108108108	1066.7513513514	11.7850336822	3.27734375	0.9676713913	0.7660455487	663.6866136363	782.1488795181	231.7717754651	959.6139132125	0.9881295647	-6.0832187798	6.4064529089	1.5181486465	2	0.414979784	1.0763448607	5	4.585020216	5	0.0004752777	1.0483124506	1	1	0		1		6.6
190329_02-03_600components-0096	21	0.0007518664	4.41521458163617E-09	-0.0114766445	0.0194917615	2	0.0106836575	1.8806602816	0.6256578947	-0.8349001982	900.1774472833	48.07075858	951	953.7970557308	835.9726603575	25.5605752147	9.6171875	0.846915097	0.9875389408	709.0076694957	778.894104201	929.6376261647	830.1504073405	0.9887321419	-3.2090693285	7.2157452269	1.4838137196	0									1	0		1		6.6
190329_02-03_600components-0097	21	0.0007518663	-0.000000004	-0.0085614635	0.0098034971	1	3.6876061676454E-05	2.4494897428	0.6666666667	0.3217505544	908.6735203788	3.4641016151	4	542.25	805.25	1.4142135624	0.0335083008	0.9128709292	1	699.8050008959	770.7989739193	540.6594116836	799.391933042	0.9852479358	-3.4184313551	10.1470313869	1.4814002341	2	1.1292577319	1.1290831354	4.2044820763	2.7262693317	3.8555270635	0.0033225681	1.08544777	5	1	0		1		6.6
190329_02-03_600components-0098	21	0.0007518676	-1.08362750061265E-10	-0.0117867436	0.008562871	0														684.894905715	751.9557806818	683.3187704072	436.6156158732	0.9880815158	-3.7778341548	7.2672789941	1.4462140516	2	0.414979784	1.0591055108	5	4.585020216	5	0.0003091722	1.0361209807	1	0	1				6.6
190329_02-03_600components-0099	21	0.0007518671	1.52813572475848E-09	-0.0099653779	0.0153911822	2	0.057954076	1.5773087693	0.5402988215	0.5651625808	755.9865153284	105.7438136455	5135	273.3094449854	1502.570399221	67.0406553879	43.8125	0.7733401977	0.9516308377	654.5770522827	853.3518382959	267.2656570288	1502.1172641691	0.9571974613	-6.9758420531	6.1240526034	1.3573409291	1	0.0040723051	4.2819256188	3.5355339059	0.0048828125	0.0089551176	0.6439412754	2.8910757068	8	0	1				6.6
