exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	signal	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190408_03-04-0055	22	1.1581827879	0.2180022448	1.2521409544	2.7262693317	2.5	0.8838834765	1.6161165235	13	0.1055562738	75.0625	711.1135821275	290.430481525	438.5110669437	0.4855991119	0.7028829058	128.5450438043	1.1439270497	112.371714469	0.9977051225	1	603.2614564234	736.9399144197	290.0513890704	437.9521379737	1.46324260766895E-09	0.0131874357	-0.0040563212	1	0.000751644	0.9294265964	19.2101499092	-10.3979174905	3	4.2029343014	11069	1	0	0		
190408_03-04-0056	22	1.2095929821	0.281299933	1.3528069104	3.8555270635	2.9730177875	1.25	1.7230177875	11	0.0673403203	52.625	781.4783146033	294.3747839239	828.0868625756	0.9305557743	0.7387660627	180.6046535905	2.7311198163	66.1284256041	0.0496224144	1	582.4144117678	789.1127098024	293.1098675149	801.1743783348	-1.4603751323231E-09	0.0098640359	-0.0042116572	2	0.000751644	0.8868693363	17.493298108	-13.2613489683	3	4.2001398986	9256	0.661095636	0	0		
190408_03-04-0057	22	1.0122234279	0.0022717487	1.0209454926	4.585020216	2.292510108	1.6210494433	0.6714606647	5	0.1156648656	60.53125	523.3330767528	1033.4156697557	253.7568660489	0.9897214257	0.2216619981	236.4373018945	6.9925796637	33.8126003942	0.7463906674	0	740.2691584392	719.645671435	1030.906074193	253.9528930145	-1.63230899177124E-09	0.0238390332	-0.0061012314	2	0.0007516423	0.9628261445	18.3254480357	-24.8647429017	3	4.1948834556	5935	0.9958053691	0	0		
190408_03-04-0058	22	1.140530472	0.2179180551	1.2316842021	2.5	2.5	0.8105247217	1.6894752783	14	0.1076716128	75.125	697.7233648345	288.7224942263	1099.3084526559	0.6341793146	0.75810631	134.2104706647	1.2933498469	103.7696575184	0.351369496	1	602.3496809768	835.6561086838	288.5783671153	1099.5175410877	-5.63487579253257E-09	0.0131033795	-0.0037884541	2	0.0007516439	0.9282940895	18.280712382	-11.2268472714	3	4.1687382164	10825	0.9994460345	0	0		
190408_03-04-0059	22	1.1796190655	0.7123420232	1.3368574441	2.9730177875	2.1022410381	0.2409704415	1.8612705967	26	0.1305798752	91.4375	700.2419008446	103.3808588802	1213.1800101343	0.845847573	0.5717803853	196.6746947224	1.874678934	104.9111349968	0.995525974	1	555.718945742	858.6618917188	102.4970768923	1208.6544178137	-7.32986236405551E-11	0.0112111155	-0.0042168149	7	0.0007516436	0.9371602998	18.1039475198	-12.6830470168	1	4.1459346579	15788	0.9995568218	0	0		
190408_03-04-0060	22	1.1355632758	0.1067674802	1.2317416231	2.9730177875	2.5	0.9638817659	1.5361182341	12	0.0930016644	69	741.9222060234	759.8256646718	1366.9573236535	0.2181481644	0.7140955584	116.1571421601	1.0246787089	113.3595742304	0.0186919307	1	682.9216843653	870.9889518665	760.0356541547	1367.4063051996	-1.1785512741476E-10	0.0117078107	-0.004374852	8	0.000751644	0.9535757359	14.2398573446	-17.7336879761	2	4.1262233566	10193	0.9966754669	0	0		
190408_03-04-0061	22	1.1329798881	0.1900853111	1.1874981432	2.9730177875	2.5	0.8838834765	1.6161165235	13	0.110165035	76.25	692.1433826707	303.8323554065	1179.8760361367	0.4699287575	0.7595500849	124.607015426	1.1328821528	109.991154087	1.2047651203	1	602.3492703392	844.1295567171	304.5963281702	1178.907267228	1.76460386398104E-09	0.0126067933	-0.0038167665	1	0.0007516438	0.9244431898	16.666792149	-11.2393192524	3	4.1220379567	10737	1	0	0		
190408_03-04-0062	22	1.1254426002	0.5440299463	1.2461453789	2.7262693317	2.5	0.2209708691	2.2790291309	29	0.0995534784	71.375	716.9513423918	206.2673227955	437.0949398549	0.5280817261	0.7634335155	122.9444278316	1.1775878378	104.4036154959	0.313891228	1	596.8171694969	741.0996454188	205.4324859961	436.8470646944	-9.33333295265071E-10	0.0137518724	-0.0038024066	1	0.0007516444	0.9333978577	22.0276418226	-10.3959686596	2	4.1121587573	10059	1	0	0		
190408_03-04-0063	22	1.1639478615	0.153098923	1.2473823463	2.9730177875	1.9277635318	0.5255602595	1.4022032722	16	0.1491806065	96.5625	647.2858791168	323.804394133	100.3540867872	0.8265553549	0.6351372246	196.6409613599	1.776655124	110.6804346545	-0.4114525806	1	589.0829362741	650.7414434297	323.2563754785	101.3610212284	9.18423315993889E-10	0.010271941	-0.0038906923	7	0.0007516429	0.9722558864	19.1098723285	-16.2919238802	3	4.0916996708	16431	0.9994525547	0	0		
190408_03-04-0064	22	1.1217929517	0.1003814058	1.2010726094	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.0967552614	75.625	781.6112413693	412.6671522773	636.7988805398	0.7763478125	0.6043558851	167.0283278518	1.5865341405	105.2787479269	0.4555021996	1	613.1105495758	769.2143464078	412.3020183235	637.2056057749	-2.20429817881272E-09	0.0103223782	-0.004058417	1	0.0007516441	0.9065165682	16.9970456544	-11.9961700762	4	4.0743801856	13042	1	0	0		
190408_03-04-0065	22	1.0248291604	0.0489093543	1.0503623896	4.2044820763	2.292510108	0.4419417382	1.8505683698	20	0.0962192029	75.25	782.0684203924	596.8528030734	144.4774473534	0.8503307072	0.6859262151	185.7258712657	1.9002422441	97.7379972687	-0.1888436128	1	653.2749433652	689.8011953453	596.8165277285	143.801151891	2.2294818378586E-09	0.0088384667	-0.0040985809	9	0.0007516438	0.9471901175	15.7597114153	-16.94849743	3	4.0391933214	14056	0.9987920131	0	0		
190408_03-04-0066	22	1.0405889844	0.0164775292	1.0606790782	4.2044820763	2.9730177875	1.9277635318	1.0452542557	6	0.0809824198	66.125	816.5352447695	592.0524540395	650.1864564007	0.8083819556	0.6929235084	162.1553177729	1.698778343	95.4540764177	-0.3129695875	1	646.2948947925	768.5153898837	591.519464079	649.8263962025	2.58395282584941E-09	0.0085412458	-0.0040396192	2	0.0007516448	0.9250029445	16.7727805159	-11.0923084656	5	4.023096936	11858	0.9989048943	0	0		
190408_03-04-0067	22	1.1442827149	0.2243063416	1.2146073311	1.9277635318	2.5	0.625	1.875	17	0.1054551734	75.3125	714.1660059134	581.7041499331	1372.953145917	0.7127151331	0.6947544643	143.7347988437	1.4256110656	100.8232906641	0.824347773	1	652.4151864896	872.6939510026	580.9398978145	1372.2574432091	-4.06035434543913E-09	0.0125226387	-0.0036969862	1	0.0007516434	0.9483989756	18.1625592032	-13.9091906202	2	4.0198343992	11205	1	0	0		
190408_03-04-0068	22	1.0499594804	0.0172908182	1.0782243031	4.2044820763	3.2420988866	2.292510108	0.9495887786	5	0.0800093361	65.75	821.7790976559	658.500821302	728.2060171177	0.7512989321	0.7894485394	150.2421164608	1.515238629	99.1540959857	-0.0583065102	1	657.7449176942	777.2624881949	658.279328717	728.1461895023	-6.27992946432168E-09	0.0085774895	-0.0046703542	3	0.0007516444	0.9167904635	16.8871683271	-11.6276779472	4	3.9857615191	11567	0.9997407087	0	0		
190408_03-04-0069	22	1.4616615433	0.397886855	1.7685012584	3.2420988866	0.0301213052	0.0150606526	0.0150606526	9	0.0226432899	20.09375	887.4041760652	1332.7980801059	1090.8722277392	0.9674061149	0.5281468531	131.5860311803	3.9489799264	33.3215244526	0.0584181143	0	741.270288329	813.7478213134	1329.7382099911	1095.550159728	-3.14510413345724E-09	0.0108682743	-0.006240794	9	0.0007516446	0.9687009189	19.8249445804	-11.8852908557	2	3.9813881182	3021	0.848357203	0	1	1	
190408_03-04-0070	22	1.1477237226	0.6824261299	1.289069869	0.625	2.5	0.2409704415	2.2590295585	28	0.0976982821	69.75	713.932717401	156.2446020975	305.7457330866	0.7394127834	0.687446989	136.1440303605	1.4853271439	91.6592892831	-0.625815391	1	588.9954874269	730.2399569702	155.5693705961	306.1035509901	-1.57584087826324E-09	0.0125813999	-0.0036009442	1	0.0007516441	0.9391279613	16.296967738	-11.3415723229	1	3.9714435512	9726	1	0	0		
190408_03-04-0071	22	1.1268445475	0.1868121964	1.2023193968	2.7262693317	2.7262693317	0.8838834765	1.8423858552	14	0.1018782662	73.5625	722.0627393072	282.6372202591	1270.1029265199	0.9122121142	0.6019634579	188.2148087448	2.4407015247	77.1150453439	-0.2545617823	1	599.7601854164	852.6452132454	284.2138761717	1260.9470459489	-1.23427167293698E-09	0.012941846	-0.0039837299	3	0.0007516437	0.9255473791	18.4174204647	-11.1156422147	3	3.9579732969	11037	0.9347052846	0	0		
190408_03-04-0072	22	1.1223681466	0.1657936118	1.1971700926	2.5	2.7262693317	0.9638817659	1.7623875658	13	0.1142423907	77.4375	677.8350797707	354.7409270571	433.6804707151	0.7156623348	0.6298873989	146.9448163615	1.4317490217	102.6330831272	-0.8119023398	1	610.5888701815	734.4105128886	356.7094473282	433.7722213555	-1.92558510671662E-11	0.0135190079	-0.0039704772	1	0.0007516436	0.9268445227	20.2620713332	-9.1487304678	3	3.9290912946	11132	1	0	0		
190408_03-04-0073	22	1.2104368605	0.3990952543	1.3483480483	2.1022410381	1.4865088938	0.4419417382	1.0445671555	15	0.0835746117	68.25	816.6355617463	1024.9550440291	870.4386683145	0.8653006436	0.7214265812	182.5342529742	1.9949996306	91.4958830954	-0.0199993732	1	730.9365847149	798.6454814547	1026.1864140092	868.1609991009	2.42307910575904E-09	0.0081225686	-0.0046542579	3	0.0007516441	0.9502197492	17.7867145828	-10.1485509486	2	3.9290462501	12946	0.999845536	0	0		
190408_03-04-0074	22	1.1839063665	0.2423932161	1.2795885512	2.7262693317	2.5	0.8838834765	1.6161165235	13	0.0805286354	62.09375	771.0766446419	247.4492883559	494.2591056819	0.7967002495	0.7265103403	137.7713432538	1.6546028313	83.2655067713	-0.2322155184	1	608.0515891827	750.6054984199	248.2087317648	493.9260536917	-1.2390464061593E-09	0.0128391678	-0.0041594395	4	0.0007516443	0.9311047183	18.1187209775	-10.2926110013	3	3.9206613612	8923	0.9950931192	0	0		
190408_03-04-0075	22	1.2027437125	0.3387741138	1.3933184944	3.2420988866	1.9277635318	0.4819408829	1.4458226488	17	0.1662647406	108.9375	655.2050639679	165.8867981485	1361.5603743208	0.5551541121	0.7060244388	176.8026075068	1.202287947	147.0551276432	1.2652976429	1	553.0308258043	905.1931659556	166.7654474688	1359.6500927258	0.000000001	0.0099675008	-0.0033266175	9	0.0007516436	0.9490448598	15.6639703953	-12.3088033979	3	3.9189808273	19876	0.9990952046	0	0		
190408_03-04-0076	22	1.2434873924	0.3786288666	1.5577791593	2.1022410381	0.0506577951	0.0164237581	0.034234037	14	0.0558832621	45.5625	815.3156826285	1189.6482225657	898.8551777434	0.8624192512	0.6422473695	129.2408519564	1.9755245886	65.4210292826	1.3640140318	0	732.1749629721	804.392151931	1190.7035401563	899.1057705953	1.27616116222432E-09	0.0129392054	-0.0056670071	6	0.0007516438	0.9685891759	21.3626442526	-10.4495114582	2	3.8996917097	6470	0.9979947555	0	1	1	
190408_03-04-0077	22	1.0408444137	0.0232435337	1.0578056346	4.2044820763	2.7262693317	1.6210494433	1.1052198883	7	0.0864018138	68.875	797.1476171684	926.6195531205	1074.9066860714	0.5918493472	0.7188307692	136.1646199898	1.240619978	109.7553017069	0.6778084239	1	716.1131492533	830.0924717239	926.8351653012	1074.7523802811	3.45626045782038E-09	0.0091584464	-0.0042654375	3	0.0007516446	0.9178349957	20.7020547936	-10.665300176	3	3.8996148434	11681	0.9997432386	0	0		
190408_03-04-0078	22	1.1469056421	0.620723809	1.2951543489	2.5	2.292510108	0.2209708691	2.0715392389	28	0.0913896492	66	722.1824416186	152.5215584999	1157.9642937346	0.3529433984	0.7294021294	111.4532406659	1.0687818003	104.2806311212	0.5207882753	1	596.6413230057	837.1459650935	151.7861189017	1158.1257488338	2.73778419362458E-09	0.0138038598	-0.003721762	1	0.000751644	0.9350897359	17.4172093289	-10.2257598324	1	3.8765214568	8906	1	0	0		
190408_03-04-0079	22	1.1625526721	0.1597242948	1.2673777918	2.9730177875	2.7262693317	1.146255054	1.5800142777	11	0.0895807519	66.75	745.1377512952	868.5097959598	291.7732209928	0.8369222656	0.6769051055	152.945763798	1.8270787905	83.7105463618	-0.4322175168	1	699.0682498571	728.2667318313	871.0022255497	294.2535854173	4.71203454057129E-09	0.0136285937	-0.0041913712	3	0.0007516443	0.9293296909	17.1722233715	-12.7117566774	3	3.8680060847	9851	0.9739001483	0	0		
190408_03-04-0080	22	1.2735367377	0.4597443162	1.4593773247	3.5355339059	2.7262693317	0.9638817659	1.7623875658	13	0.1344194095	90.625	674.1957902474	185.3122807018	924.4147368421	0.9195783703	0.5480769231	218.2321811099	2.5451339333	85.7448711257	0.3999535942	1	572.9161886166	812.332040881	181.5209193757	923.25915094	1.82661208679935E-09	0.0116718047	-0.0035900161	1	0.0007516435	0.8961838765	19.4934931217	-11.2955801188	5	3.865615969	14250	1	0	0		
190408_03-04-0081	22	1.1408077263	0.1512934274	1.2398772074	2.9730177875	2.5	0.9638817659	1.5361182341	12	0.0975364176	71.875	736.9042435327	765.0580295657	241.1699568451	0.5906890145	0.7280080214	131.9638858902	1.2393120108	106.4815677862	-1.3843679319	1	679.0631193719	713.773774196	765.619020875	242.2023421767	3.64825301638318E-09	0.0122029817	-0.004091446	1	0.0007516445	0.9357665486	15.9548387181	-14.919028777	5	3.8655380391	10891	1	0	0		
190408_03-04-0082	22	1.192847123	0.2183172737	1.3316710968	3.8555270635	2.9730177875	1.3631346658	1.6098831217	10	0.1003323578	77.125	768.6951814646	323.2884259259	945.8165123457	0.8850151314	0.6923076923	189.081166133	2.1479404316	88.0290548796	0.1371194903	1	600.3047855082	813.04054117	324.2562366505	946.0097429973	-4.6943883767289E-10	0.0094371783	-0.0040610344	1	0.0007516445	0.8908475548	17.5756677513	-10.5049030394	4	3.8626355046	12960	1	0	0		
190408_03-04-0083	22	1.1582454608	0.6624303468	1.217432257	0.6815673329	2.292510108	0.2409704415	2.0515396665	27	0.1142757797	81.125	709.9054605294	63.7747013686	466.6609445455	0.7180643751	0.6821174185	152.7378681217	1.4368297304	106.3019959089	-1.3680304289	1	574.5565330596	740.4244632125	65.0531363644	466.1280464616	0.000000003	0.0116934214	-0.0038343457	7	0.0007516438	0.940063228	19.7294610083	-11.8738032942	2	3.8612358055	12641	0.9995255792	0	0		
190408_03-04-0084	22	1.2180357235	0.2922178441	1.3484387028	3.8555270635	2.9730177875	1.25	1.7230177875	11	0.1051949904	78.9375	750.3921975306	300.183011583	622.0501158301	0.8172690944	0.6767349498	170.4231637252	1.7353391962	98.207407576	-0.1297108384	1	592.8487680651	763.6661615695	301.358365995	621.6165111311	-1.46661814346054E-09	0.0098168223	-0.004844209	1	0.0007516441	0.8872722818	23.7029394054	-11.476971849	4	3.8542338028	12950	1	0	0		
190408_03-04-0085	22	1.1534642894	0.6449566663	1.3056496672	2.7262693317	2.5	0.2209708691	2.2790291309	29	0.095291272	67.0625	703.7632992469	154.7168552036	481.7933257919	0.7050650258	0.7565902088	126.7115978203	1.4101534983	89.8565992817	-0.0934286036	1	597.6381346247	749.9446323102	154.2296458257	482.4848079588	-2.25258912827019E-09	0.0145759808	-0.0035727499	1	0.0007516442	0.9368628622	18.5316392258	-9.6495280299	1	3.8488755144	8840	1	0	0		
190408_03-04-0086	22	1.1530381136	0.1853405998	1.2374084243	2.7262693317	2.5	0.9638817659	1.5361182341	12	0.0896124368	67.9375	758.1257962933	265.3202898551	255.393236715	0.7945031413	0.7340425532	148.662629792	1.6467409859	90.2768747897	0.2481566826	1	599.6406516969	721.6082339579	267.6979743716	263.4676774276	-2.70602665083574E-09	0.0112698671	-0.0047109016	2	0.0007516444	0.9289137606	18.3470306764	-11.7343017202	3	3.8486136002	10350	0.9569156805	0	0		
190408_03-04-0087	22	1.1052114524	0.0884132156	1.1814782367	3.8555270635	2.9730177875	1.3631346658	1.6098831217	10	0.0846900422	68.0625	803.6659115063	333.3768821567	533.6394373817	0.7663911197	0.7249019608	149.5031071597	1.5567249633	96.036943382	-0.137601833	1	607.8943698086	755.4545480296	333.7500420557	533.0371198426	8.86178357251652E-09	0.0092123646	-0.0043685951	1	0.000751644	0.9179343559	18.5377600513	-11.6234639342	3	3.8426185854	11091	1	0	0		
190408_03-04-0088	22	1.13696565	0.1240495745	1.2068157612	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.0897855775	67.3125	749.7028125776	866.502133995	352.9981141439	0.6426648037	0.7026781978	130.6234105679	1.3052317412	100.0767958989	0.1474674508	1	696.693492555	739.6527960249	864.6925500182	357.323927649	-1.11467764155571E-09	0.0133545765	-0.004358525	1	0.0007516439	0.924714929	19.2510718204	-11.1873733304	3	3.8309115138	10075	1	0	0		
190408_03-04-0089	22	1.1391777361	0.338010629	1.2597478143	2.7262693317	2.5	0.4819408829	2.0180591171	20	0.1178817819	79.375	673.3440800635	628.3583977512	225.4347329585	0.5196341875	0.7524621588	130.4924178829	1.1704272559	111.4912671651	-0.7962547028	1	657.1661678244	707.236286039	627.414474947	225.406525193	8.23477953050344E-09	0.0132975142	-0.0035698517	1	0.0007516438	0.929036465	17.4794846979	-12.5638806098	4	3.8163161072	11384	1	0	0		
190408_03-04-0090	22	1.0432126303	0.0179661093	1.0766530828	4.2044820763	2.7262693317	1.767766953	0.9585023787	6	0.1092971353	83	759.3977623895	800.461042924	1071.8995727945	0.7291420833	0.6689195319	166.3214902164	1.4612142296	113.8241654451	0.7252560283	1	691.4317319625	845.8121444137	801.1622881534	1072.6925486137	3.06154016742954E-10	0.0100322583	-0.0046137447	2	0.0007516437	0.9265019855	26.480940239	-9.4663489404	3	3.8123692878	14747	0.9999321942	0	0		
190408_03-04-0091	22	1.0738973363	0.0390337223	1.1218679536	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.055152791	39.1875	710.5261449354	520.6442086649	967.3651635721	0.6753024066	0.7178217822	99.0731385032	1.3558569105	73.0704971425	-0.2812774305	1	635.9927779706	794.0478914776	516.4737399762	804.4137166807	-1.85689661132026E-09	0.0133722714	-0.0036396488	2	0.0007516437	0.9341871007	16.7783866311	-10.3761617716	5	3.8111710689	5655	0.5365275142	0	0		
190408_03-04-0092	22	1.0626170938	0.0342116903	1.0930192994	4.2044820763	0.8838834765	0.5255602595	0.3583232169	7	0.0511629183	42.0625	822.1286309361	1346.6557348603	892.7197640118	0.7680620656	0.5795454545	111.5979200231	1.5615840134	71.4645635896	0.4762392031	1	736.7066483291	796.6452002261	1343.3476871798	890.8301841621	-9.28803527396359E-10	0.015091519	-0.0041763063	6	0.0007516442	0.9716234341	17.7908752939	-11.9771398508	3	3.8012002137	5763	0.997403946	0	0		
190408_03-04-0093	22	1.0890688014	0.2324602722	1.1732679044	3.2420988866	0.8105247217	0.3125	0.4980247217	12	0.1189919964	89.125	748.999955636	866.8589364845	713.9031880847	0.7200147025	0.7629601803	173.4866199202	1.441007719	120.3925680884	-0.089376898	1	702.3372509719	771.5079424485	868.879597146	712.3980545124	-1.10127678424043E-09	0.0087784464	-0.0038059705	4	0.0007516433	0.9090147316	16.6031411324	-12.2382946239	2	3.7997313988	16248	0.9915781765	0	0		
190408_03-04-0094	22	1.0185712045	0.0005439254	1.0229235482	4.585020216	2.1022410381	1.767766953	0.3344740852	3												0	830.1333949293	798.1044134154	791.1247983275	280.5563536469	1.18822050651556E-09	0.0227280571	-0.0196820614	0	0.0007516427	0.9901071654	25.8013435373	-19.6574487781	2	3.7928854574			0	1		1
190408_03-04-0095	22	1.0783228173	0.0776667047	1.1337649304	3.5355339059	2.7262693317	1.0511205191	1.6751488126	12	0.1655474072	98.9375	597.6384752292	810.3133693972	1171.0313626996	0.5067111344	0.7874239351	152.4590557294	1.1599368475	131.4373761489	0.6398042154	1	697.7336224405	869.215443907	808.4672739693	1174.0971884056	0.000000002	0.0124935413	-0.0028219389	1	0.0007516428	0.9303598802	26.7773677234	-10.2983808451	4	3.7743719993	15528	1	0	0		
190408_03-04-0096	22	1.0488064964	0.1975031747	1.0903430486	1.25	1.0511205191	0.2209708691	0.8301496499	19	0.0987201875	77.625	786.3133365971	1051.8997809783	675.8827238335	0.5743648735	0.619225711	156.4401028104	1.2215987322	128.0617756784	-0.9730900756	1	749.2582902066	781.8849243674	1049.1483896454	693.1918786556	2.1557321146328E-09	0.0091892585	-0.0036719552	12	0.0007516434	0.9220805109	19.7588360754	-10.7526578536	1	3.7727288607	15067	0.9269147954	0	0		
190408_03-04-0097	22	1.233323946	0.3099392482	1.4144351021	2.9730177875	2.1022410381	0.7432544469	1.3589865913	13	0.128980364	82.625	640.6013866084	83.8040104036	1008.33903851	0.3982594367	0.7003760724	129.237140521	1.0901881984	118.5457159653	1.3969670745	1	568.607460095	828.6195487205	85.0638537746	1010.1589063505	4.43380104760662E-09	0.0139567147	-0.003119627	2	0.0007516435	0.9387436446	18.4592533241	-10.3238988996	2	3.7721772091	11919	0.9998322288	0	0		
