exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	threshold.area	region.majmin.ratio	region.centroid.1	region.centroid.0	threshold.perc	region.extent	region.majaxis	mass.region	mass.total	region.eccentricity	mass.perc	region.minaxis	region.orient	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	length	freq.maxsnr.freq	freq.range.high	freq.rangesz	freq.integrate	freq.maxsnr	freq.avgsnr	freq.range.low	artifact	signal	noise	hemodynamic	movement	res
190625_03-04_600components-0286	21	0.0007516527	7.58332287976189E-09	-0.0049708853	0.0058589159	0														691.9483826586	792.7285675204	828.5473900394	610.3790547973	0.2159740182	-8.094460382	9.297226412	0.631663941	2	17	1.6210494433	0.0301213052	0.0225909789	0.0211514959	2.2955073811	1.4451798675	0.0075303263	0	0	1			6.79
190625_03-04_600components-0287	21	0.0007516531	0.000000001	-0.0057696144	0.0053867914	0														692.0919783867	792.1435262306	930.7612303197	899.9571697148	0.2536272374	-7.9552278322	7.2954354877	0.6315330138	2	0	4.585020216	5	0.414979784	0.0134453148	1.0221418415	1.0206611067	4.585020216	0	0	1			6.79
190625_03-04_600components-0288	21	0.0007516531	1.86311461291894E-09	-0.0069742792	0.005138048	0														692.4384268684	792.2029252315	806.141695674	620.5455564827	0.1631691728	-6.5450030518	7.5484359036	0.6309086586	2	3	4.585020216	0.01953125	0.0031074919	0.0008465362	1.1024792187	1.0762385351	0.0164237581	0	0	1			6.79
190625_03-04_600components-0289	21	0.0007516534	1.68483472636279E-10	-0.0045897035	0.0048085421	0														692.2090928373	792.6726459643	713.2458594148	948.5010210042	0.1072788187	-9.9263360086	9.2380947796	0.6308999394	2	1	5	5	0.7955179237	0.1300990011	1.1490377075	1.1183616623	4.2044820763	0	0	1			6.79
190625_03-04_600components-0290	21	0.0007516538	3.50805530406644E-09	-0.0056667224	0.0048813243	0														692.3391511619	792.2901856425	47.9867618195	856.5212705377	0.2454413166	-7.0974817543	9.8183772921	0.6295085245	1	21	0.9638817659	0.0276213586	0.0227385461	0.0226338101	1.9117989322	1.3954186251	0.0048828125	0	0	1			6.79
190625_03-04_600components-0291	21	0.0007516527	7.15079264928283E-09	-0.0048655321	0.0060016563	0														691.8154327243	792.642074227	947.7950751874	924.3801703251	0.2055008206	-8.0320991198	8.9913571648	0.6293385019	2	9	3.2420988866	0.0425979583	0.0212989792	0.0215484673	1.6435127784	1.4252988229	0.0212989792	0	0	1			6.79
190625_03-04_600components-0292	21	0.0007516535	-1.2781945192511E-09	-0.0054050821	0.006577184	0														692.4069343594	793.2979681318	1046.0201283505	828.9353124614	0.2698301448	-8.4155382548	6.3348612961	0.6280505407	2	19	1.0511205191	0.0232267015	0.018343889	0.0648571067	6.8427577712	2.4102236377	0.0048828125	0	0	1			6.79
190625_03-04_600components-0293	21	0.000751653	-4.35582127112167E-09	-0.0044081782	0.0068072035	0														691.7645796396	792.2821014217	990.6627014157	580.1299537265	0.1652027625	-9.9952989848	9.8616488815	0.6275983484	4	5	4.2044820763	0.2026311804	0.0593492987	0.0120384403	1.1475709665	1.0968304915	0.1432818818	0	0	1			6.79
190625_03-04_600components-0294	21	0.0007516534	-1.6044507770775E-09	-0.0052301795	0.0054696171	0														691.8611429574	792.2732338487	723.7486494911	729.016482842	0.2026891575	-7.7762642201	8.8929806562	0.6272825023	1	26	0.573127527	0.0425979583	0.0377151458	0.1769176697	9.4460706835	3.638888281	0.0048828125	0	0	1			6.79
190625_03-04_600components-0295	21	0.0007516534	-4.87010672217968E-09	-0.0053287561	0.0051778715	0														691.813394313	792.0896021258	815.6469410293	700.531016174	0.2143352945	-8.5131404656	7.381621424	0.6263872394	1	11	2.1022410381	0.0116133507	0.0067305382	0.0189765229	2.2772981826	1.8042678737	0.0048828125	0	0	1			6.79
190625_03-04_600components-0296	21	0.000751653	-1.6479162423759E-09	-0.0059187417	0.0048354334	0														692.0184712474	792.8155949224	1142.4271521995	718.5467386942	0.1590824884	-8.6864923655	5.8156181057	0.6263852755	1	6	4.2044820763	0.0126644488	0.0044525697	0.0039846562	1.5196427699	1.2945310021	0.0082118791	0	0	1			6.79
190625_03-04_600components-0297	21	0.0007516532	-5.60376813535815E-09	-0.0055794873	0.008116252	0														691.8331204624	792.7056023336	795.9412341081	788.2760039527	0.1840324981	-7.0175674217	7.3934369961	0.6258662218	1	31	0.6815673329	0.0656950324	0.0608122199	0.1591534712	4.9265592158	2.8574841957	0.0048828125	0	0	1			6.79
190625_03-04_600components-0298	21	0.0007516537	-2.78119727326992E-09	-0.0051427586	0.0054701924	0														692.0073371275	792.9585857014	1034.8669833543	898.5758002841	0.1599770513	-6.9595947395	8.5764294661	0.6258662058	1	18	1.9277635318	0.0212989792	0.0164161667	0.0265592329	2.375169788	1.6355818835	0.0048828125	0	0	1			6.79
190625_03-04_600components-0299	21	0.0007516527	-1.46786087028934E-09	-0.005683115	0.0054315437	0														692.0530061321	792.3766309045	744.2662537774	900.8392042238	0.1762228761	-8.8708276955	5.8251413598	0.6256627075	1	5	3.5355339059	0.0069053397	0.0020225272	0.0036539173	1.6417188559	1.4156427208	0.0048828125	0	0	1			6.79
190625_03-04_600components-0300	21	0.0007516535	-1.56729274169395E-09	-0.0055511397	0.0052218439	0														691.6872942374	792.9981491703	1339.717243943	834.0049462373	0.208326425	-8.3802691255	6.6277469045	0.6249911901	2	6	4.2044820763	0.0276213586	0.0097111234	0.005823367	1.3463515553	1.2066999199	0.0179102352	0	0	1			6.79
190625_03-04_600components-0301	21	0.0007516537	1.68155290585067E-09	-0.0048196045	0.0051410202	0														691.9532094398	792.4059814364	639.5212232858	1036.2229066007	0.1712906666	-7.225827257	8.6350040613	0.6246874232	2	6	5	0.0276213586	0.0097111234	0.0004716432	1.0339265218	1.0161287646	0.0179102352	0	0	1			6.79
190625_03-04_600components-0302	21	0.000751654	6.03204291791552E-10	-0.0048202145	0.0057838484	0														691.6639611158	792.7395548336	653.3504066044	1106.2175491097	0.1915393697	-8.4089684607	8.1711086562	0.6246453775	2	41	0.1703918332	0.15625	0.1513671875	0.2269724608	3.4615572131	2.0160029972	0.0048828125	0	0	1			6.79
190625_03-04_600components-0303	21	0.0007516529	-1.82965476266791E-09	-0.0048617039	0.0050202432	0														692.1928988932	792.6058465953	670.3382081355	425.0215789963	0.1753620644	-7.2930930732	9.7658364809	0.6246192364	3	3	4.585020216	0.0276213586	0.0043946572	0.0015010129	1.1717003968	1.1114576758	0.0232267015	0	0	1			6.79
190625_03-04_600components-0304	21	0.000751654	1.81085160342012E-09	-0.0054805581	0.0051705239	0														691.551882667	793.1313505657	813.5384811028	833.9289104284	0.1684966497	-7.8630719936	6.9449116643	0.6225002132	2	24	2.1022410381	0.0358204704	0.0309376579	0.0785068768	3.2930935832	2.0481948335	0.0048828125	0	0	1			6.79
190625_03-04_600components-0305	21	0.0007516535	-2.94989184070657E-09	-0.0055597681	0.0055878259	0														691.961083184	792.8068613649	930.2795565346	914.0757815304	0.1705605564	-6.9558242904	8.7937647372	0.6223777175	1	35	0.2627801298	0.0929068059	0.0880239934	0.2190171837	11.3602589273	3.3057050747	0.0048828125	0	0	1			6.79
190625_03-04_600components-0306	21	0.0007516532	0.000000001	-0.0049307988	0.0049739145	0														691.8986013504	792.6166062875	478.9155069588	746.2199017848	0.1482064182	-7.0663519974	10.9563048674	0.6222190664	2	1	5	5	0.7955179237	0.031221412	1.0432855208	1.028871966	4.2044820763	0	0	1			6.79
190625_03-04_600components-0307	21	0.0007516539	3.06323190088817E-09	-0.0048482171	0.0053694149	0														691.8884042387	791.9508676167	1015.8517568939	866.1122212005	0.1927639209	-10.8939023072	8.2692083492	0.6220702367	3	3	4.585020216	0.0425979583	0.0067774879	0.0019708907	1.1236803121	1.0942144733	0.0358204704	0	0	1			6.79
190625_03-04_600components-0308	21	0.0007516537	9.35835737758587E-10	-0.0054794971	0.0049290288	0														691.8491912285	792.7200039744	589.9061733763	809.2011731416	0.1746373294	-9.0593212257	6.6214156342	0.6220609948	2	14	1.6210494433	0.0150606526	0.0101778401	0.0957063662	8.5894398342	4.2044517092	0.0048828125	0	0	1			6.79
190625_03-04_600components-0309	21	0.0007516534	2.79193011154018E-09	-0.0047987855	0.0053773472	0														692.0402562758	792.0713975315	1218.2208960753	861.6223609912	0.1468427342	-7.4381303037	7.6787209689	0.6219677941	2	20	0.9638817659	0.0253288976	0.0204460851	0.102415525	6.2454716434	3.1194171766	0.0048828125	0	0	1			6.79
190625_03-04_600components-0310	21	0.0007516534	-3.58239141328562E-10	-0.0052184714	0.0057674906	0														691.812123571	792.1540936428	1348.1016507765	878.0429925538	0.1651643442	-7.0526992876	6.8216099149	0.6217777832	2	13	1.767766953	0.0138106793	0.0089278668	0.0104770495	2.1889499244	1.3834353903	0.0048828125	0	0	1			6.79
190625_03-04_600components-0311	21	0.0007516538	-1.09329109895757E-09	-0.0053108154	0.0057500842	0														691.7487161725	792.9281650903	867.7585285546	932.6859837607	0.1989746498	-7.9948975086	7.48666241	0.621528602	1	20	0.9638817659	0.0253288976	0.0204460851	0.2123971982	9.8923896692	5.0233356362	0.0048828125	0	0	1			6.79
190625_03-04_600components-0312	21	0.0007516536	1.49108424209889E-09	-0.0055829923	0.0057777212	0														692.0723747963	792.2727761579	635.2109195787	917.8342241727	0.1356974232	-6.2635313539	10.6202751884	0.621338666	2	21	1.3631346658	0.0390625	0.0321571603	0.0490518836	2.4995059777	1.7105216029	0.0069053397	0	0	1			6.79
190625_03-04_600components-0313	21	0.0007516535	4.38561041149081E-09	-0.0049984033	0.0052617617	0														692.4453009323	792.5440038341	1044.3420561921	859.4464826948	0.1471682655	-7.8487960417	6.7929348851	0.6208685634	1	22	1.146255054	0.0301213052	0.0252384927	0.0211099623	1.8077635463	1.380212935	0.0048828125	0	0	1			6.79
190625_03-04_600components-0314	21	0.0007516533	-4.77442260613E-10	-0.0048199807	0.0054414272	0														692.2339749927	792.2652094523	1124.6560622646	887.9209659566	0.1279547976	-9.0025501585	7.7926582759	0.6206774241	2	5	4.2044820763	0.0150606526	0.004411163	0.004180077	1.5390709984	1.3182415587	0.0106494896	0	0	1			6.79
190625_03-04_600components-0315	21	0.0007516533	3.09789122530536E-09	-0.0048198952	0.0060116618	0														692.0659282602	792.2841517777	1067.8075550581	986.9299241337	0.1824910999	-8.986573727	6.2104221502	0.6204454879	2	1	5	0.0048828125	0	0.0006922632	1.4279002302	1.4279002302	0.0048828125	0	0	1			6.79
190625_03-04_600components-0316	21	0.0007516538	-2.36454706101835E-09	-0.0050341098	0.0054224929	0														691.6266037701	792.197054743	1039.4561197765	1023.3527463046	0.1791824487	-9.4062731437	4.9498988149	0.6204315454	3	7	3.8555270635	0.1313900649	0.0532650649	0.00653489	1.1064712827	1.0594565977	0.078125	0	0	1			6.79
190625_03-04_600components-0317	21	0.0007516537	5.71292059633507E-09	-0.0056341965	0.0059103253	0														691.7021688428	792.3970834642	24.5399856422	893.4019791816	0.1785335205	-6.4351548427	9.4197413754	0.6202847884	3	0	5	5	0.414979784	0.0163633723	1.0400119959	1.023209623	4.585020216	0	0	1			6.79
190625_03-04_600components-0318	21	0.0007516538	2.51264343412667E-10	-0.0052778887	0.0052020739	0														691.5910334886	792.3234089495	1158.3590741925	630.125257937	0.189102908	-7.5542285972	7.6702657678	0.6199087097	0									0	0	1			6.79
190625_03-04_600components-0319	21	0.0007516534	5.37179498875775E-10	-0.0049437919	0.0057369776	0														691.1112467065	792.3847521011	1131.8061029924	871.5288922871	0.2472466854	-6.8914827044	6.913981981	0.6197407482	1	8	2.7262693317	0.0089551176	0.0040723051	0.0157449863	3.430304489	2.0255447338	0.0048828125	0	0	1			6.79
190625_03-04_600components-0320	21	0.000751652	2.46543040814813E-09	-0.0055210822	0.0054288042	0														692.1762370832	792.5802729844	991.4357204653	945.8083024036	0.1862556914	-8.0910736797	8.8120665711	0.6195665639	1	28	0.4819408829	0.0506577951	0.0457749826	0.2298031682	9.634983548	4.017170103	0.0048828125	0	0	1			6.79
190625_03-04_600components-0321	21	0.0007516536	1.74468610613817E-09	-0.0051210284	0.005041316	0														692.2814843708	793.0075070747	1071.4518962252	825.9341847164	0.1954478419	-9.6416357136	6.2541760864	0.6192684809	3	4	4.2044820763	0.3125	0.0715295585	0.0145368356	1.1530109813	1.0977044735	0.2409704415	0	0	1			6.79
190625_03-04_600components-0322	21	0.0007516531	4.60590865887981E-09	-0.005349495	0.0049374027	0														691.4462071199	792.2270396811	655.3003291398	618.6177420674	0.1489668963	-8.0507590726	9.1716099627	0.6192663602	1	28	0.7432544469	0.0506577951	0.0457749826	0.083210322	3.8705693978	2.0139481411	0.0048828125	0	0	1			6.79
190625_03-04_600components-0323	21	0.0007516528	1.63474892583532E-09	-0.0050603808	0.0060205309	0														691.4304587687	792.2116346772	537.6309496245	826.54690742	0.1689806489	-7.7225820013	6.9673449456	0.6189633858	1	24	1.0511205191	0.0506577951	0.0437524554	0.0783045282	3.8167327375	2.0476430073	0.0069053397	0	0	1			6.79
190625_03-04_600components-0324	21	0.0007516537	-3.32530902491356E-09	-0.0050849608	0.0055349799	0														691.6289197123	792.5079339934	750.3615018579	735.725858751	0.1630834221	-6.6679123767	7.3837704255	0.6185962895	1	21	1.6210494433	0.0276213586	0.0227385461	0.1582958063	8.0178392159	4.3225066695	0.0048828125	0	0	1			6.79
190625_03-04_600components-0325	21	0.0007516527	1.67969660422305E-09	-0.0054088639	0.005082467	0														691.5420114135	791.928044449	1338.9493086298	972.5896809398	0.1246517273	-9.1416816764	7.8058698164	0.6184487895	1	16	1.767766953	0.0232267015	0.0168944771	0.0347908391	2.317523652	1.8213493679	0.0063322244	0	0	1			6.79
190625_03-04_600components-0326	21	0.0007516534	-6.30593150531688E-11	-0.0050946543	0.005918841	0														692.2962110723	792.6424308531	893.1451190681	998.5483472132	0.1356339688	-7.7984391808	6.8967017337	0.6182309272	4	19	1.4865088938	0.0716409409	0.0565802883	0.06268469	2.4446899455	1.6610948551	0.0150606526	0	0	1			6.79
190625_03-04_600components-0327	21	0.000751654	1.8136028922972E-09	-0.004642139	0.0051445176	0														691.5360613651	792.7487898643	796.1265910561	767.5981455755	0.1880570986	-7.7399656506	7.5161881551	0.6178605621	1	20	0.9638817659	0.0253288976	0.0204460851	0.0592167765	5.5827120553	2.2441144783	0.0048828125	0	0	1			6.79
190625_03-04_600components-0328	21	0.0007516534	-4.15480439094686E-09	-0.0049355534	0.0056738789	0														691.9659559232	792.4758098519	1039.3911101864	961.7979290999	0.1191039858	-6.3775288648	7.8594820387	0.6178277892	2	13	2.292510108	0.0602426104	0.0389436312	0.0256088936	1.6142020833	1.3501871776	0.0212989792	0	0	1			6.79
190625_03-04_600components-0329	21	0.0007516537	-4.29722586711301E-09	-0.0048260948	0.0048807312	0														691.5926448662	793.4468055652	727.7616139599	773.9871070738	0.1904155711	-7.9948504418	8.6681127267	0.6175707791	3	5	3.8555270635	0.0851959166	0.0249533062	0.012197466	1.3972950566	1.2358831586	0.0602426104	0	0	1			6.79
190625_03-04_600components-0330	21	0.0007516531	0.000000002	-0.0049109249	0.0048282689	0														692.0549599854	792.2420124876	620.8150525258	1013.9326900336	0.1731467592	-6.4388465962	8.5558340494	0.6169785605	1	34	0.2865637635	0.0851959166	0.0803131041	0.2961744095	12.8213960544	4.0509812121	0.0048828125	0	0	1			6.79
190625_03-04_600components-0331	21	0.0007516535	2.55778118087421E-09	-0.0050406792	0.0052626753	0														691.0439103614	792.724618522	869.1489745884	991.8459837848	0.2031379097	-7.742221846	6.4906145437	0.6166580477	3	26	1.767766953	0.0602426104	0.0533372707	0.1382380147	3.3781855168	2.1993242617	0.0069053397	0	0	1			6.79
190625_03-04_600components-0332	21	0.0007516541	-3.40383636744362E-10	-0.0051349828	0.0060204682	0														691.4552476474	792.6216231294	625.6290363328	644.5345080061	0.1186899669	-7.4850234626	8.3116877201	0.6166100953	4	7	3.5355339059	0.0506577951	0.0205364899	0.0160132038	1.6896890125	1.3869373658	0.0301213052	0	0	1			6.79
190625_03-04_600components-0333	21	0.0007516533	-2.76445674099254E-09	-0.0070644538	0.0056845213	0														691.6180138106	792.4616573301	930.7441680086	993.5797113263	0.2479586128	-6.651850292	8.696631559	0.616110563	2	6	4.2044820763	0.2026311804	0.0712411155	0.0338856223	1.3664552964	1.2170719783	0.1313900649	0	0	1			6.79
190625_03-04_600components-0334	21	0.0007516534	2.19100875853933E-09	-0.0051685394	0.0050411095	0														692.7833570866	792.2274385416	1058.1430878857	1089.6246022638	0.2287604575	-7.6119088579	6.1999637226	0.615942942	3	5	3.8555270635	0.1703918332	0.0499066125	0.0149951949	1.1807851316	1.1301536155	0.1204852207	0	0	1			6.79
190625_03-04_600components-0335	21	0.0007516533	5.13649600298395E-09	-0.0050316222	0.0049616724	0														691.6870930276	792.4256538649	1138.3992233095	946.3800278181	0.1834266369	-10.4864399787	9.0890960609	0.6158155092	1	4	4.2044820763	0.0126644488	0.0028988238	0.0017607603	1.2716300977	1.1769401767	0.009765625	0	0	1			6.79
190625_03-04_600components-0336	21	0.0007516535	-2.77516522374732E-09	-0.005538814	0.0058076783	0														692.0596124112	792.2697101408	1147.6962218512	993.9808931444	0.1986716955	-10.2605758513	6.0259545123	0.6155893345	1	1	5	0.0048828125	0	0.0008884061	1.5773254826	1.5773254826	0.0048828125	0	0	1			6.79
190625_03-04_600components-0337	21	0.0007516542	0.000000002	-0.0065717488	0.0051383734	0														692.597675773	792.762192075	939.1284621345	918.0065852196	0.1828745901	-8.0271519706	7.2360926805	0.6153658035	2	1	4.585020216	5	0.7955179237	0.0453728105	1.0528041614	1.0431320609	4.2044820763	0	0	1			6.79
190625_03-04_600components-0338	21	0.0007516529	2.13269692944311E-09	-0.004950289	0.0049974884	0														691.8067793184	792.1344887766	1258.3121850411	706.2112662532	0.1758481939	-7.5015049536	7.2896879639	0.6153355073	2	1	4.585020216	5	0.7955179237	0.0204077594	1.0269139966	1.0194548282	4.2044820763	0	0	1			6.79
190625_03-04_600components-0339	21	0.0007516536	-1.69919748608313E-09	-0.004930905	0.0052772085	0														692.0991895069	792.2965127838	807.6687257283	745.910218112	0.0662571214	-10.3255931951	7.0348383289	0.6150806582	2	19	1.0511205191	0.0232267015	0.018343889	0.0279524391	2.4518195068	1.6613537697	0.0048828125	0	0	1			6.79
190625_03-04_600components-0340	21	0.0007516528	-2.57786299248095E-09	-0.0056169577	0.005350582	0														692.1393859014	792.8209362069	695.4764979088	804.9601708228	0.1711328794	-7.6130947612	8.6607593987	0.6149488024	3	0	5	5	0.414979784	0.0226858961	1.0569191069	1.0320997668	4.585020216	0	0	1			6.79
190625_03-04_600components-0341	21	0.0007516535	-4.54902672514689E-09	-0.0051774485	0.0055968187	0														692.1133556715	792.4821485536	762.0564986938	861.1932623489	0.1789264386	-8.0541982986	10.513776765	0.6147601065	3	4	4.585020216	0.0116133507	0.0026582331	0.0010939841	1.214433462	1.1155984187	0.0089551176	0	0	1			6.79
190625_03-04_600components-0342	21	0.0007516537	-5.99803217865463E-10	-0.0055602435	0.0051489092	0														692.1356245989	792.6514716892	824.3993668969	712.5528584556	0.1670691168	-7.8822951822	9.1075565922	0.6146725103	1	28	1.0511205191	0.0506577951	0.0457749826	0.2274663592	4.7891771326	3.3349034661	0.0048828125	0	0	1			6.79
190625_03-04_600components-0343	21	0.0007516536	2.84358964371155E-09	-0.0046970106	0.0048370971	0														692.0642825257	792.2661259818	978.8165498349	757.9057900676	0.1363360902	-8.8896241244	7.5717720085	0.6141746736	1	12	2.292510108	0.0253288976	0.0155632726	0.0049261104	1.3145932611	1.1394753704	0.009765625	0	0	1			6.79
190625_03-04_600components-0344	21	0.0007516532	-2.89818935644694E-10	-0.0051544356	0.0050627901	0														692.5290310964	792.3907276487	1200.7728114244	792.3218495348	0.1580946957	-6.6441437623	7.9050390776	0.6132891334	3	1	5	5	0.7955179237	0.022221402	1.0286441545	1.0207660925	4.2044820763	0	0	1			6.79
190625_03-04_600components-0345	21	0.0007516533	3.55235425977426E-09	-0.0066088842	0.0048630444	0														692.5988648115	792.3528081621	1402.5580162514	781.8411381807	0.1126161812	-7.3550068602	7.8032515703	0.6130874285	3	4	4.585020216	0.2026311804	0.0463811804	0.0060450291	1.0973245442	1.065491612	0.15625	0	0	1			6.79
190625_03-04_600components-0346	21	0.0007516538	-4.64616940597061E-09	-0.0057698101	0.0061771774	0														692.3553814861	792.3021352507	949.3572719935	793.2346278586	0.1286509571	-7.4868511464	7.0041944091	0.6115162082	1	46	0.1104854346	0.2409704415	0.236087629	0.3027886045	7.0983410817	2.7170844676	0.0048828125	0	0	1			6.79
190625_03-04_600components-0347	21	0.0007516534	1.68909206694075E-09	-0.0052106644	0.0052578529	0														691.6488017872	792.0409024321	1096.406956059	841.9501391911	0.1744010897	-6.1527088186	10.5811012935	0.6114517936	3	7	4.2044820763	0.0656950324	0.0266325324	0.0086214549	1.2892243838	1.1445918236	0.0390625	0	0	1			6.79
190625_03-04_600components-0348	21	0.0007516533	2.367282974901E-09	-0.0055647397	0.0050888553	0														691.554814721	792.4012658672	1228.1812072192	1023.0931307333	0.1646414845	-8.7444400636	6.3636078811	0.6111885911	2	7	3.8555270635	0.0212989792	0.0086345304	0.0173910259	2.3159371967	1.8049258264	0.0126644488	0	0	1			6.79
190625_03-04_600components-0349	21	0.0007516537	4.07113923052158E-09	-0.0050723662	0.0048813723	0														691.7309679995	791.9912748867	971.6852561301	755.2802369375	0.1541277221	-7.7812924608	6.4689951302	0.6111314502	0									0	0	1			6.79
190625_03-04_600components-0350	21	0.0007516535	-4.90579027743167E-09	-0.0063191013	0.0056355361	0														692.4152503343	793.2811637509	806.2215336764	739.1250373244	0.1592492462	-7.2138021064	8.1781249862	0.6110647924	4	8	4.2044820763	0.1858136117	0.0844980215	0.0244352458	1.2615053749	1.1536282331	0.1013155902	0	0	1			6.79
190625_03-04_600components-0351	21	0.0007516533	-3.5699411986073E-09	-0.0054447586	0.0056960187	0														691.6922668969	792.4562951424	607.814362993	690.2727569028	0.120344058	-8.0004348556	8.4568147627	0.6109837258	2	4	4.585020216	0.0126644488	0.0028988238	0.0013113281	1.2296866713	1.1421790107	0.009765625	0	0	1			6.79
190625_03-04_600components-0352	21	0.0007516535	0.000000001	-0.0053875729	0.0059979842	0														692.3527084004	792.4704714447	361.0276282749	567.7961366803	0.149566192	-6.4673783541	7.534726594	0.6107776444	2	6	3.8555270635	0.0716409409	0.0251875379	0.0100538662	1.2916733149	1.186875726	0.0464534029	0	0	1			6.79
190625_03-04_600components-0353	21	0.0007516539	-1.94161395297655E-10	-0.0051995824	0.007312479	0														691.9742327351	792.9648639965	996.5741271998	806.0648552389	0.187763718	-7.6850136597	7.7141941615	0.6105565951	2	6	3.8555270635	0.0212989792	0.0074882998	0.00549666	1.4319391153	1.2671520673	0.0138106793	0	0	1			6.79
190625_03-04_600components-0354	21	0.0007516532	-7.39969416984297E-09	-0.0047633498	0.0058667648	0														692.547852358	792.9780173747	657.4725619444	909.2007037655	0.181554841	-6.9794371775	7.8182607654	0.610509621	2	6	3.8555270635	0.15625	0.0549344098	0.0226182263	1.3429013946	1.2093754367	0.1013155902	0	0	1			6.79
190625_03-04_600components-0355	21	0.0007516535	-2.51273962994E-09	-0.0052347411	0.0051541627	0														691.4545699761	792.4645147466	704.7437817762	299.0072161387	0.0977804765	-7.602253656	7.6327599579	0.6103011812	3	0	5	5	0.414979784	0.0113256827	1.0268455313	1.0154036087	4.585020216	0	0	1			6.79
190625_03-04_600components-0356	21	0.0007516532	8.56817977035655E-10	-0.0052474425	0.0051968662	0														691.5640515915	792.7962671096	1205.2331133052	977.5195828347	0.2124525546	-7.3704653721	8.5041510273	0.6097056424	3	4	4.585020216	0.0390625	0.0089411948	0.004093001	1.2489894135	1.1662311283	0.0301213052	0	0	1			6.79
190625_03-04_600components-0357	21	0.0007516539	0.000000001	-0.0050802921	0.0063290659	0														692.2813813125	792.2171308988	870.0489535255	1077.713060018	0.14422058	-8.5387875777	6.1468184194	0.6095601678	2	14	1.767766953	0.0150606526	0.0101778401	0.0361426411	3.2774810251	2.2739647157	0.0048828125	0	0	1			6.79
190625_03-04_600components-0358	21	0.0007516536	2.14698013989502E-10	-0.0054188566	0.0048853235	0														691.7201297785	792.4952732709	1088.0702300115	857.7017009287	0.146357272	-9.0086674513	8.4863488267	0.6089649726	3	5	4.2044820763	0.0716409409	0.0209831458	0.0033694876	1.1280112932	1.0782334328	0.0506577951	0	0	1			6.79
190625_03-04_600components-0359	21	0.0007516533	-1.37348714602555E-10	-0.0052548226	0.0068502276	0														692.0622447725	792.5208639156	1007.2687813485	996.1877372942	0.104097187	-9.0269949282	6.4217505873	0.6089580717	2	6	3.8555270635	0.0179102352	0.0062968845	0.0155721179	2.5004359815	1.9812953656	0.0116133507	0	0	1			6.79
190625_03-04_600components-0360	21	0.0007516532	2.68686896866446E-09	-0.0052528306	0.0052993211	0														691.7573859664	793.0323235351	400.0470607135	1010.8925069843	0.1634889077	-5.8914104991	7.3034127164	0.6086598766	2	13	2.292510108	0.0232267015	0.0150148224	0.0305770294	2.6954729385	1.9087361786	0.0082118791	0	0	1			6.79
190625_03-04_600components-0361	21	0.0007516533	2.22010451717073E-09	-0.0063183988	0.0048700726	0														691.4063381431	792.5574166145	902.312115879	713.2304221962	0.2044125008	-8.7070744108	7.4357614668	0.6086220476	2	0	5	5	0.414979784	0.0047699519	1.0068230232	1.0066532979	4.585020216	0	0	1			6.79
190625_03-04_600components-0362	21	0.0007516534	-2.2389843060988E-09	-0.0056531174	0.0059017762	0														691.5285953367	792.2997372202	1070.6567856832	879.3934981392	0.1584109553	-7.0692726681	7.8151754913	0.6083912364	2	15	1.4865088938	0.0164237581	0.0115409456	0.0251321107	2.4854479985	1.7358943166	0.0048828125	0	0	1			6.79
190625_03-04_600components-0363	21	0.0007516532	5.04970592057942E-10	-0.0089424877	0.0053490347	0														692.1515394743	791.9632908284	492.281080438	833.1916953697	0.1287022736	-6.962260351	8.895677853	0.6083709754	3	13	1.767766953	0.0138106793	0.0089278668	0.0427995893	4.3042305702	2.7444899503	0.0048828125	0	0	1			6.79
190625_03-04_600components-0364	21	0.0007516527	-0.000000006	-0.0058290292	0.0073938565	0														691.7495387408	792.1544259355	801.8938388571	893.9166988762	0.0810542771	-9.2373913872	9.1838844812	0.6078059526	1	24	0.6815673329	0.0358204704	0.0309376579	0.1023455092	4.5474598941	2.7052832211	0.0048828125	0	0	1			6.79
190625_03-04_600components-0365	21	0.0007516532	-1.80472204107969E-09	-0.0046114088	0.0088386632	0														691.9047276306	792.2759853413	812.97292212	960.0715931335	0.1060335049	-6.4175378962	8.898827627	0.6077181734	2	12	2.292510108	0.01953125	0.0120009237	0.0042068784	1.3729567277	1.1592295422	0.0075303263	0	0	1			6.79
190625_03-04_600components-0366	21	0.0007516528	-2.66974167704263E-10	-0.0052435591	0.0051696699	0														691.3394065523	792.3431954513	1081.0046512063	668.777830828	0.1884003748	-8.3311887636	6.4113403579	0.6072752592	2	18	3.5355339059	0.0212989792	0.0164161667	0.0286824259	1.9570338413	1.6169094349	0.0048828125	0	0	1			6.79
190625_03-04_600components-0367	21	0.0007516537	-2.11929372482847E-10	-0.0051516891	0.005374165	0														691.8513256332	792.6150182576	703.007164135	454.3189906471	0.1243324225	-7.3899594222	8.6442140189	0.6070212951	3	7	3.5355339059	0.0150606526	0.006105535	0.0019060553	1.1960385987	1.1150129015	0.0089551176	0	0	1			6.79
